Refinery Configuration,Config,Capture Scenario,Year,PADD,Scenario,API,Sul,"Total Avoided CO2,kt/y","Marginal Abatement Cost, $/t"
Medium Conversion: GO-HC (2),2,Coker,2050,5,MEDIUM,HEAVY,SOUR,60.27861967,328.1968887
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,5,MEDIUM,HEAVY,SOUR,83.34434225,314.5793141
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,5,MEDIUM,HEAVY,SOUR,12.54054194,477.5853428
Medium Conversion: GO-HC (2),2,SMR,2050,5,MEDIUM,HEAVY,SOUR,198.1549289,214.9625111
Medium Conversion: GO-HC (2),2,Others,2050,5,MEDIUM,HEAVY,SOUR,67.1772172,322.5060525
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,5,MEDIUM,HEAVY,SOUR,269.1076345,256.9729076
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,5,MEDIUM,HEAVY,SOUR,34.43445232,368.7795553
Medium Conversion: FCC & GO-HC (3),3,FCC,2050,5,MEDIUM,HEAVY,SOUR,254.4877246,177.771028
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,5,MEDIUM,HEAVY,SOUR,137.0566879,280.1442471
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,5,MEDIUM,HEAVY,SOUR,252.3778667,259.5271613
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,5,MEDIUM,HEAVY,SOUR,29.19747266,385.0363174
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,5,MEDIUM,HEAVY,SOUR,197.2900114,216.7657129
Medium Conversion: FCC & GO-HC (3),3,Others,2050,5,MEDIUM,HEAVY,SOUR,61.05610516,322.8288008
Deep Conversion: FCC (4),4,ADU/VDU,2050,5,MEDIUM,HEAVY,SOUR,243.031669,261.6715414
Deep Conversion: FCC (4),4,CNR,2050,5,MEDIUM,HEAVY,SOUR,76.17398142,312.4083251
Deep Conversion: FCC (4),4,FCC,2050,5,MEDIUM,HEAVY,SOUR,182.0293326,188.3046302
Deep Conversion: FCC (4),4,Coker,2050,5,MEDIUM,HEAVY,SOUR,107.5603748,293.1981303
Deep Conversion: FCC (4),4,Hydrotreater,2050,5,MEDIUM,HEAVY,SOUR,223.4972149,265.1288594
Deep Conversion: FCC (4),4,Steam Boiler,2050,5,MEDIUM,HEAVY,SOUR,31.13809317,379.8313267
Deep Conversion: FCC (4),4,SMR,2050,5,MEDIUM,HEAVY,SOUR,76.78917425,262.2179829
Deep Conversion: FCC (4),4,Others,2050,5,MEDIUM,HEAVY,SOUR,40.59705192,357.0270251
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,5,MEDIUM,HEAVY,SOUR,330.5896295,265.8032036
Deep Conversion: GO-HC (5),5,CNR,2050,5,MEDIUM,HEAVY,SOUR,154.8417542,291.3045411
Deep Conversion: GO-HC (5),5,FCC,2050,5,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,5,MEDIUM,HEAVY,SOUR,149.2142448,293.3417824
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,5,MEDIUM,HEAVY,SOUR,293.3241314,269.8187181
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,5,MEDIUM,HEAVY,SOUR,31.27105004,379.4936704
Deep Conversion: GO-HC (5),5,SMR,2050,5,MEDIUM,HEAVY,SOUR,685.4771166,187.8209588
Deep Conversion: GO-HC (5),5,Others,2050,5,MEDIUM,HEAVY,SOUR,220.5286401,278.732969
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,5,MEDIUM,HEAVY,SOUR,1499.4819,224.0858773
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,5,MEDIUM,HEAVY,SOUR,359.3879657,262.2860029
Deep Conversion: FCC & GO-HC (6),6,FCC,2050,5,MEDIUM,HEAVY,SOUR,872.7366842,151.8718221
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,5,MEDIUM,HEAVY,SOUR,859.0456744,235.8004121
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,5,MEDIUM,HEAVY,SOUR,1353.325331,225.9904359
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,5,MEDIUM,HEAVY,SOUR,190.417183,291.141646
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,5,MEDIUM,HEAVY,SOUR,1001.44125,182.2575822
Deep Conversion: FCC & GO-HC (6),6,Others,2050,5,MEDIUM,HEAVY,SOUR,219.2700608,284.8108281
