Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,147911,126.4821881,180.5966041
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,147911,109.642331,183.0118272
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,147911,136.2474142,219.2112692
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,119.088062,387.8221424
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,101.5803842,398.3922659
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,126.7534834,475.592338
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,1032805,110.4236699,669.8790885
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,1032805,92.25071477,692.7547017
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,1032805,121.4850828,811.3830812
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,19000,174.1436872,34.7078612
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,19000,156.4145267,35.0713834
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,19000,179.6458293,41.66229515
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,2675915,95.22090307,2927.948004
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,2675915,78.09520514,3027.89081
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,2675915,107.8973658,3549.260223
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,16032.80219,821.9608503,2.326295163
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,16032.80219,748.3221518,2.405779395
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,16032.80219,796.082685,2.779352266
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,367834.4053,0,0
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,367834.4053,0,0
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,367834.4053,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,63074.9843,255.3169787,27.37136893
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,63074.9843,227.2053127,28.30104866
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,63074.9843,251.8082717,33.14077062
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,206221.0953,280.4505054,23.27790059
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,206221.0953,243.5071995,24.07129191
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,206221.0953,285.823459,28.23261597
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,82523.58175,232.4204002,37.28917512
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,82523.58175,205.4649483,38.55466568
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,82523.58175,231.4913522,45.13447636
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,16032.80219,1034.409863,1.709811929
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,16032.80219,940.0191002,1.768471829
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,16032.80219,1002.071001,2.04417113
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,367834.4053,234.7032302,47.16278656
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,367834.4053,201.9373485,48.78338864
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,367834.4053,242.463417,57.30190275
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,63074.9843,323.624736,14.2681567
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,63074.9843,286.9041021,14.65103503
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,63074.9843,321.0511971,17.47435535
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,206221.0953,174.2334494,152.8682337
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,206221.0953,151.6103754,158.0892323
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,206221.0953,177.803024,185.4915954
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,82523.58175,203.5526534,68.90910372
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,82523.58175,179.5764869,71.25451279
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,82523.58175,203.5298246,83.43133926
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,7001.333529,1121.944678,1.467426956
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,7001.333529,1029.253589,1.51712533
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,7001.333529,1085.427834,1.750705802
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,267252.7902,223.9564069,45.15657096
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,267252.7902,195.1094099,46.68441966
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,267252.7902,227.8537009,54.71983498
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,80878.30631,210.0198293,56.10757232
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,80878.30631,186.7682791,58.00908235
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,80878.30631,207.6742632,67.95138796
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,245649.1903,286.0670631,21.28291973
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,245649.1903,247.8891463,22.00196768
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,245649.1903,293.2284203,25.73967489
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,161862.4743,191.8070104,87.4446817
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,161862.4743,167.7532931,90.40339202
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,161862.4743,194.6792079,105.7141545
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,16620.28022,3146.599609,0.448615437
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,16620.28022,2864.513728,0.464128902
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,16620.28022,3038.237477,0.537041595
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,504991.2733,216.9176646,69.54510632
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,504991.2733,185.523235,71.93610903
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,504991.2733,226.3096261,84.52860935
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,49894.33938,261.9678366,25.24773072
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,49894.33938,233.0709975,26.10901815
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,49894.33938,257.8976,30.80571885
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,181905.8124,236.6727685,39.75336099
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,181905.8124,205.528674,41.1123302
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,181905.8124,241.3269713,48.25103104
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,9232.389593,461.0023411,6.162436713
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,9232.389593,420.6349611,6.37311825
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,9232.389593,440.6067558,7.46490147
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,13303.67796,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,13303.67796,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,13303.67796,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,305221.1594,1849.794129,1.493625169
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,305221.1594,1598.151067,1.545004331
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,305221.1594,1880.814595,1.816110079
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,52338.27873,301.7848025,16.90986507
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,52338.27873,269.0552512,17.48669059
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,52338.27873,296.2295258,20.49255564
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,171117.875,191.5959296,90.94704898
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,171117.875,167.343534,94.04557054
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,171117.875,194.3659425,110.2406021
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,68476.31145,251.9387124,28.82660846
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,68476.31145,223.4456409,29.81023434
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,68476.31145,249.3600325,34.94052037
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,13303.67774,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,13303.67774,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,13303.67774,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,305221.1543,179.8294709,135.3580563
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,305221.1543,155.9294174,139.9983776
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,305221.1543,184.3719097,164.2287464
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,52338.27785,266.2570001,24.07564197
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,52338.27785,236.7420803,24.8967085
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,52338.27785,262.6138996,29.23545054
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,171117.8722,189.7053303,95.60800842
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,171117.8722,165.5002964,98.87323423
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,171117.8722,192.6505681,115.9875809
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,68476.3103,359.8806608,11.65033755
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,68476.3103,317.6190447,12.0467297
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,68476.3103,357.4280012,14.222459
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,4927.419963,880.8108383,2.024990482
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,4927.419963,810.6743612,2.09422879
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,4927.419963,852.7448187,2.419646212
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,188087.9886,198.3578503,83.18382031
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,188087.9886,175.4791562,86.06760532
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,188087.9886,196.548199,101.2184514
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,56920.78223,295.4709827,17.40831796
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,56920.78223,263.6066275,18.0010932
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,56920.78223,290.1442051,21.07035669
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,172883.7399,247.6516145,31.27325994
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,172883.7399,216.6528068,32.33817721
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,172883.7399,249.8837969,37.92979789
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,113916.0681,188.6271861,94.99183853
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,113916.0681,166.1335612,98.2129937
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,113916.0681,189.2377272,115.0461547
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,11697.07174,1113.71975,1.529440468
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,11697.07174,1016.203009,1.582035767
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,11697.07174,1075.767355,1.829231675
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,355404.3057,182.0631297,134.6381012
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,355404.3057,157.6970697,139.2954476
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,355404.3057,186.3783124,163.8540426
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,35114.79177,771.5518598,2.860344758
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,35114.79177,689.0392659,2.958175494
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,35114.79177,751.4999872,3.486367569
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,128022.2301,215.59093,56.99011322
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,128022.2301,189.237042,58.94816938
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,128022.2301,216.6343368,69.1395326
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,6497.599436,950.2521226,1.880624273
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,6497.599436,868.2885251,1.9447955
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,6497.599436,902.939806,2.296692093
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,HIGH,HEAVY,SOUR,12108.13003,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,HIGH,HEAVY,SOUR,12108.13003,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,HIGH,HEAVY,SOUR,12108.13003,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,HIGH,HEAVY,SOUR,277792.1638,186.3604262,113.6452879
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,HIGH,HEAVY,SOUR,277792.1638,162.4576578,117.5413304
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,HIGH,HEAVY,SOUR,277792.1638,189.2277029,138.0928468
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,HIGH,HEAVY,SOUR,999.9999933,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,HIGH,HEAVY,SOUR,999.9999933,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,HIGH,HEAVY,SOUR,999.9999933,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,HIGH,HEAVY,SOUR,47634.8494,281.2112576,19.70095661
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,HIGH,HEAVY,SOUR,47634.8494,251.0172959,20.33099415
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,HIGH,HEAVY,SOUR,47634.8494,275.9086006,24.13137459
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,HIGH,HEAVY,SOUR,155740.2012,194.7999686,82.7063801
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,HIGH,HEAVY,SOUR,155740.2012,170.1547746,85.51718152
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,HIGH,HEAVY,SOUR,155740.2012,197.5692238,100.2680448
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,HIGH,HEAVY,SOUR,999.9999933,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,HIGH,HEAVY,SOUR,999.9999933,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,HIGH,HEAVY,SOUR,999.9999933,0,0
