Electrification Scenarios,Year,PADD,API Level,Sul Level,Attribute,Value,,,
MEDIUM,2035,PADD 1,HEAVY,SWEET,4,60.00367936,18.38189934,10.09013921,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SWEET,5,0,0,10.09013921,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SWEET,6,65.61481311,10.09013921,10.09013921,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SOUR,0,31.7975067,2.477500966,16.13036937,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SOUR,1,277.1441154,53.78461788,16.13036937,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SOUR,2,0,0,16.13036937,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SOUR,3,77.55905548,14.79991006,16.13036937,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SOUR,4,60.00367936,12.80760172,16.13036937,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SOUR,5,0,0,16.13036937,50.90397862
MEDIUM,2035,PADD 1,HEAVY,SOUR,6,65.61481311,16.13036937,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SWEET,0,78.6623224,2.477500966,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SWEET,1,284.8422458,53.78461788,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SWEET,2,0,0,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SWEET,3,65.0769853,14.79991006,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SWEET,4,44.68674175,12.80760172,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SWEET,5,0,0,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SWEET,6,39.92806534,16.13036937,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SOUR,0,78.6623224,2.477500966,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SOUR,1,284.8422458,53.78461788,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SOUR,2,0,0,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SOUR,3,65.0769853,14.79991006,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SOUR,4,44.68674175,12.80760172,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SOUR,5,0,0,16.13036937,50.90397862
MEDIUM,2035,PADD 1,LIGHT,SOUR,6,39.92806534,16.13036937,16.13036937,50.90397862
MEDIUM,2050,PADD 1,HEAVY,SWEET,0,27.00633758,3.408068179,0,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SWEET,1,234.7083046,66.62893493,0,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SWEET,2,0,0,0,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SWEET,3,65.60478754,13.55174086,0,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SWEET,4,50.7279113,16.41125603,0,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SWEET,5,0,0,0,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SWEET,6,55.45118081,0,0,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SOUR,0,27.00633758,2.270034823,17.58600473,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SOUR,1,234.7083046,53.78461789,17.58600473,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SOUR,2,0,0,17.58600473,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SOUR,3,65.60478754,13.55174084,17.58600473,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SOUR,4,50.7279113,12.80760172,17.58600473,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SOUR,5,0,0,17.58600473,46.89186137
MEDIUM,2050,PADD 1,HEAVY,SOUR,6,55.45118081,17.58600473,17.58600473,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SWEET,0,83.86124381,3.084017587,0,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SWEET,1,243.9993646,53.78461784,0,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SWEET,2,0,0,0,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SWEET,3,50.40308534,19.17516765,0,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SWEET,4,32.08686519,23.95619693,0,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SWEET,5,0,0,0,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SWEET,6,24.22980536,0,0,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SOUR,0,83.86124381,2.270034823,17.58600473,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SOUR,1,243.9993646,53.78461789,17.58600473,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SOUR,2,0,0,17.58600473,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SOUR,3,50.40308534,13.55174084,17.58600473,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SOUR,4,32.08686519,12.80760172,17.58600473,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SOUR,5,0,0,17.58600473,46.89186137
MEDIUM,2050,PADD 1,LIGHT,SOUR,6,24.22980536,17.58600473,17.58600473,46.89186137
MEDIUM,2035,PADD 2,HEAVY,SWEET,0,52.89153485,0.191966619,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SWEET,1,435.2854514,14.95822873,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SWEET,2,0,0,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SWEET,3,355.4591201,7.074690234,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SWEET,4,1102.606316,39.1302475,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SWEET,5,0,0,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SWEET,6,892.0788277,38.64486692,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SOUR,0,52.89153485,0.191966619,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SOUR,1,435.2854514,14.95822873,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SOUR,2,0,0,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SOUR,3,355.4591201,7.074690234,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SOUR,4,1102.606316,39.1302475,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SOUR,5,0,0,38.64486692,50.90397862
MEDIUM,2035,PADD 2,HEAVY,SOUR,6,892.0788277,38.64486692,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SWEET,0,69.09448861,0.191966619,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SWEET,1,630.2917406,14.95822873,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SWEET,2,0,0,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SWEET,3,340.1743707,7.074690234,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SWEET,4,1057.555841,39.1302475,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SWEET,5,0,0,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SWEET,6,738.765019,38.64486692,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SOUR,0,69.09448861,0.191966619,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SOUR,1,630.2917406,14.95822873,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SOUR,2,0,0,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SOUR,3,340.1743707,7.074690234,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SOUR,4,1057.555841,39.1302475,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SOUR,5,0,0,38.64486692,50.90397862
MEDIUM,2035,PADD 2,LIGHT,SOUR,6,738.765019,38.64486692,38.64486692,50.90397862
MEDIUM,2050,PADD 2,HEAVY,SWEET,0,2.458263168,4.21210135,23.22079319,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SWEET,1,356.0100459,24.03881613,23.22079319,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SWEET,2,0,0,23.22079319,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SWEET,3,305.594916,12.97458964,23.22079319,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SWEET,4,939.8774407,35.5536997,23.22079319,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SWEET,5,0,0,23.22079319,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SWEET,6,770.5467597,23.22079319,23.22079319,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SOUR,0,2.458263168,0,45.15128359,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SOUR,1,356.0100459,14.79940944,45.15128359,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SOUR,2,0,0,45.15128359,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SOUR,3,305.594916,1.409937981,45.15128359,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SOUR,4,939.8774407,38.63936899,45.15128359,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SOUR,5,0,0,45.15128359,46.89186137
MEDIUM,2050,PADD 2,HEAVY,SOUR,6,770.5467597,45.15128359,45.15128359,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SWEET,0,113.0465205,4.21210135,23.22079319,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SWEET,1,381.7654135,24.03881613,23.22079319,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SWEET,2,0,0,23.22079319,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SWEET,3,281.3072085,12.97458964,23.22079319,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SWEET,4,908.6176409,35.5536997,23.22079319,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SWEET,5,0,0,23.22079319,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SWEET,6,713.5830769,23.22079319,23.22079319,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SOUR,0,113.0465205,0,45.15128359,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SOUR,1,381.7654135,14.79940944,45.15128359,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SOUR,2,0,0,45.15128359,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SOUR,3,281.3072085,1.409937981,45.15128359,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SOUR,4,908.6176409,38.63936899,45.15128359,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SOUR,5,0,0,45.15128359,46.89186137
MEDIUM,2050,PADD 2,LIGHT,SOUR,6,713.5830769,45.15128359,45.15128359,46.89186137
MEDIUM,2035,PADD 3,HEAVY,SWEET,0,693.9598783,3.121057238,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SWEET,1,594.437939,9.058350959,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SWEET,2,305.8489322,3.211742879,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SWEET,3,635.1592651,10.46044022,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SWEET,4,1400.510085,22.57986693,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SWEET,5,0.009749878,0.664563151,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SWEET,6,3768.188059,50.90397862,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SOUR,0,693.9598783,3.121057238,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SOUR,1,594.437939,9.058350959,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SOUR,2,305.8489322,3.211742879,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SOUR,3,635.1592651,10.46044022,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SOUR,4,1400.510085,22.57986693,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SOUR,5,0.009749878,0.664563151,50.90397862,50.90397862
MEDIUM,2035,PADD 3,HEAVY,SOUR,6,3768.188059,50.90397862,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SWEET,0,818.9011891,3.121057238,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SWEET,1,927.5079575,9.058350959,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SWEET,2,305.8549769,3.211742879,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SWEET,3,1042.446505,10.46044022,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SWEET,4,1475.165166,22.57986693,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SWEET,5,53.62839764,0.664563151,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SWEET,6,2632.356046,50.90397862,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SOUR,0,818.9011891,3.121057238,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SOUR,1,927.5079575,9.058350959,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SOUR,2,305.8549769,3.211742879,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SOUR,3,1042.446505,10.46044022,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SOUR,4,1475.165166,22.57986693,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SOUR,5,53.62839764,0.664563151,50.90397862,50.90397862
MEDIUM,2035,PADD 3,LIGHT,SOUR,6,2632.356046,50.90397862,50.90397862,50.90397862
MEDIUM,2050,PADD 3,HEAVY,SWEET,0,650.5639368,3.203624891,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SWEET,1,539.2841746,11.05634247,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SWEET,2,315.8746371,3.388002697,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SWEET,3,566.1490805,10.55683119,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SWEET,4,1263.783276,23.96413595,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SWEET,5,0.018981547,0.939201428,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SWEET,6,3421.233624,46.89186137,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SOUR,0,650.5639368,3.203624892,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SOUR,1,539.2841746,11.05634247,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SOUR,2,315.8746371,3.388002697,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SOUR,3,566.1490805,10.55683119,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SOUR,4,1263.783276,23.96413595,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SOUR,5,0.018981547,0.939201428,46.89186137,46.89186137
MEDIUM,2050,PADD 3,HEAVY,SOUR,6,3421.233624,46.89186137,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SWEET,0,1192.81671,3.203624891,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SWEET,1,625.5880399,11.05634247,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SWEET,2,315.8857746,3.388002697,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SWEET,3,419.5524004,10.55683119,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SWEET,4,1084.202315,23.96413595,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SWEET,5,0.003379584,0.939201428,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SWEET,6,3121.67744,46.89186137,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SOUR,0,1192.81671,3.203624892,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SOUR,1,625.5880399,11.05634247,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SOUR,2,315.8857746,3.388002697,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SOUR,3,419.5524004,10.55683119,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SOUR,4,1084.202315,23.96413595,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SOUR,5,0.003379584,0.939201428,46.89186137,46.89186137
MEDIUM,2050,PADD 3,LIGHT,SOUR,6,3121.67744,46.89186137,46.89186137,46.89186137
MEDIUM,2035,PADD 4,HEAVY,SWEET,0,41.24720907,2.179297046,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SWEET,1,311.6567847,49.99877274,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SWEET,2,0,0,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SWEET,3,138.9647436,8.573618253,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SWEET,4,50.89044043,28.03109641,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SWEET,5,0,0,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SWEET,6,7.39372E-11,11.21721555,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SOUR,0,41.24720907,2.179297046,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SOUR,1,311.6567847,49.99877274,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SOUR,2,0,0,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SOUR,3,138.9647436,8.573618253,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SOUR,4,50.89044043,28.03109641,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SOUR,5,0,0,11.21721555,50.90397862
MEDIUM,2035,PADD 4,HEAVY,SOUR,6,7.39372E-11,11.21721555,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SWEET,0,41.24720907,2.179297046,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SWEET,1,311.6567847,49.99877274,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SWEET,2,0,0,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SWEET,3,138.9647436,8.573618253,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SWEET,4,50.99471014,28.03109641,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SWEET,5,0,0,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SWEET,6,1.02054E-10,11.21721555,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SOUR,0,41.24720907,2.179297046,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SOUR,1,311.6567847,49.99877274,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SOUR,2,0,0,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SOUR,3,138.9647436,8.573618253,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SOUR,4,50.99471014,28.03109641,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SOUR,5,0,0,11.21721555,50.90397862
MEDIUM,2035,PADD 4,LIGHT,SOUR,6,1.02054E-10,11.21721555,11.21721555,50.90397862
MEDIUM,2050,PADD 4,HEAVY,SWEET,0,67.57941815,2.179297041,1.21057642,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SWEET,1,392.1135694,66.21585035,1.21057642,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SWEET,2,0,0,1.21057642,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SWEET,3,17.60017874,6.542283702,1.21057642,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SWEET,4,3.77647E-10,23.85199249,1.21057642,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SWEET,5,0,0,1.21057642,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SWEET,6,8.14036E-11,1.21057642,1.21057642,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SOUR,0,67.57941815,0.918034187,21.22385462,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SOUR,1,392.1135694,35.04292409,21.22385462,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SOUR,2,0,0,21.22385462,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SOUR,3,17.60017874,10.60498688,21.22385462,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SOUR,4,3.77647E-10,32.21020023,21.22385462,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SOUR,5,0,0,21.22385462,46.89186137
MEDIUM,2050,PADD 4,HEAVY,SOUR,6,8.14036E-11,21.22385462,21.22385462,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SWEET,0,67.57941815,2.179297041,1.21057642,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SWEET,1,392.1135694,66.21585035,1.21057642,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SWEET,2,0,0,1.21057642,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SWEET,3,17.60737757,6.542283702,1.21057642,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SWEET,4,4.37519E-10,23.85199249,1.21057642,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SWEET,5,0,0,1.21057642,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SWEET,6,9.43247E-11,1.21057642,1.21057642,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SOUR,0,67.57941815,0.918034187,21.22385462,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SOUR,1,392.1135694,35.04292409,21.22385462,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SOUR,2,0,0,21.22385462,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SOUR,3,17.60737757,10.60498688,21.22385462,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SOUR,4,4.37519E-10,32.21020023,21.22385462,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SOUR,5,0,0,21.22385462,46.89186137
MEDIUM,2050,PADD 4,LIGHT,SOUR,6,9.43247E-11,21.22385462,21.22385462,46.89186137
MEDIUM,2035,PADD 5,HEAVY,SWEET,0,539.8428057,13.23523934,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SWEET,1,268.8553476,7.788898929,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SWEET,2,251.8900216,6.183822546,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SWEET,3,124.0465676,8.191559698,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SWEET,4,72.81401741,7.558824783,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SWEET,5,162.7691542,11.5220016,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SWEET,6,928.4849661,45.51965311,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SOUR,0,539.8428057,13.23523934,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SOUR,1,268.8553476,7.788898929,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SOUR,2,251.8900216,6.183822546,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SOUR,3,124.0465676,8.191559698,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SOUR,4,72.81401741,7.558824783,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SOUR,5,162.7691542,11.5220016,45.51965311,50.90397862
MEDIUM,2035,PADD 5,HEAVY,SOUR,6,928.4849661,45.51965311,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SWEET,0,365.7475749,13.23523934,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SWEET,1,222.7372218,7.788898929,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SWEET,2,251.9960577,6.183822546,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SWEET,3,164.8595958,8.191559698,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SWEET,4,125.8868574,7.558824783,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SWEET,5,226.1896669,11.5220016,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SWEET,6,1026.586026,45.51965311,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SOUR,0,365.7475749,13.23523934,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SOUR,1,222.7372218,7.788898929,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SOUR,2,251.9960577,6.183822546,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SOUR,3,164.8595958,8.191559698,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SOUR,4,125.8868574,7.558824783,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SOUR,5,226.1896669,11.5220016,45.51965311,50.90397862
MEDIUM,2035,PADD 5,LIGHT,SOUR,6,1026.586026,45.51965311,45.51965311,50.90397862
MEDIUM,2050,PADD 5,HEAVY,SWEET,0,272.5396053,19.68211994,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SWEET,1,190.6057158,7.788906718,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SWEET,2,229.3079478,3.89199125,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SWEET,3,162.4968394,7.446739816,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SWEET,4,130.4948772,7.321788465,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SWEET,5,224.6966131,10.58001386,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SWEET,6,962.9421053,43.28843995,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SOUR,0,272.5396053,19.68211994,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SOUR,1,190.6057158,7.788906718,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SOUR,2,229.3079478,3.89199125,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SOUR,3,162.4968394,7.446739816,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SOUR,4,130.4948772,7.321788465,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SOUR,5,224.6966131,10.58001386,43.28843995,46.89186137
MEDIUM,2050,PADD 5,HEAVY,SOUR,6,962.9421053,43.28843995,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SWEET,0,72.53224293,19.68211994,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SWEET,1,155.3719557,7.788906718,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SWEET,2,153.4536196,3.89199125,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SWEET,3,212.4493308,7.446739816,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SWEET,4,191.5414249,7.321788465,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SWEET,5,296.0512944,10.58001386,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SWEET,6,1067.331587,43.28843995,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SOUR,0,72.53224293,19.68211994,43.28843995,46.89186137
MEDIUM,2050,PADD 5,LIGHT,SOUR,1,155.3719557,7.788906718,43.28843995,46.89186137
