Electrification Scenarios,Year,PADD,API Level,Sul Level,Attribute,Value,,,
HIGH,2050,PADD 5,LIGHT,SOUR,4,146.0817576,7.321788467,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SOUR,5,290.2346856,10.58001386,43.28843995,46.89186137
HIGH,2050,PADD 5,LIGHT,SOUR,6,1093.469321,43.28843995,43.28843995,46.89186137
REFERENCE,2035,PADD 1,HEAVY,SWEET,0,29.90741283,2.477500965,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SWEET,1,347.9184668,53.78461789,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SWEET,2,0,0,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SWEET,3,100.3481735,14.79991006,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SWEET,4,78.80083187,12.80760172,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SWEET,5,0,0,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SWEET,6,88.10519626,16.13036937,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SOUR,0,29.90741283,2.477500965,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SOUR,1,347.9184668,53.78461789,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SOUR,2,0,0,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SOUR,3,100.3481735,14.79991006,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SOUR,4,78.80083187,12.80760172,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SOUR,5,0,0,16.13036937,50.90397862
REFERENCE,2035,PADD 1,HEAVY,SOUR,6,88.10519626,16.13036937,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SWEET,0,89.32437779,2.477500965,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SWEET,1,357.9247444,53.78461789,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SWEET,2,0,0,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SWEET,3,84.9003788,14.79991006,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SWEET,4,59.77412221,12.80760172,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SWEET,5,0,0,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SWEET,6,55.99711956,16.13036937,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SOUR,0,89.32437779,2.477500965,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SOUR,1,357.9247444,53.78461789,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SOUR,2,0,0,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SOUR,3,84.9003788,14.79991006,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SOUR,4,59.77412221,12.80760172,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SOUR,5,0,0,16.13036937,50.90397862
REFERENCE,2035,PADD 1,LIGHT,SOUR,6,55.99711956,16.13036937,16.13036937,50.90397862
REFERENCE,2050,PADD 1,HEAVY,SWEET,0,19.73741184,2.270034827,2.746747024,46.89186137
REFERENCE,2050,PADD 1,HEAVY,SWEET,1,352.6467722,53.78461796,2.746747024,46.89186137
REFERENCE,2050,PADD 1,HEAVY,SWEET,2,0,0,2.746747024,46.89186137
REFERENCE,2050,PADD 1,HEAVY,SWEET,3,104.639129,17.24240321,2.746747024,46.89186137
REFERENCE,2050,PADD 1,HEAVY,SWEET,4,83.29361425,23.95619698,2.746747024,46.89186137
REFERENCE,2050,PADD 1,HEAVY,SWEET,5,0,0,2.746747024,46.89186137
REFERENCE,2050,PADD 1,HEAVY,SWEET,6,95.06540684,2.746747024,2.746747024,46.89186137
REFERENCE,2050,PADD 1,HEAVY,SOUR,0,19.73741184,2.270034824,17.58600472,49.79266306
REFERENCE,2050,PADD 1,HEAVY,SOUR,1,352.6467722,53.78461789,17.58600472,49.79266306
REFERENCE,2050,PADD 1,HEAVY,SOUR,2,0,0,17.58600472,49.79266306
REFERENCE,2050,PADD 1,HEAVY,SOUR,3,104.639129,13.55174085,17.58600472,49.79266306
REFERENCE,2050,PADD 1,HEAVY,SOUR,4,83.29361425,12.80760172,17.58600472,49.79266306
REFERENCE,2050,PADD 1,HEAVY,SOUR,5,0,0,17.58600472,49.79266306
REFERENCE,2050,PADD 1,HEAVY,SOUR,6,95.06540684,17.58600472,17.58600472,49.79266306
REFERENCE,2050,PADD 1,LIGHT,SWEET,0,106.7827355,2.270034824,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SWEET,1,367.4539075,53.78461789,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SWEET,2,0,0,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SWEET,3,82.33023722,13.55174085,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SWEET,4,55.76254955,12.80760172,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SWEET,5,0,0,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SWEET,6,48.46507905,17.58600472,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SOUR,0,106.7827355,2.270034824,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SOUR,1,367.4539075,53.78461789,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SOUR,2,0,0,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SOUR,3,82.33023722,13.55174085,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SOUR,4,55.76254955,12.80760172,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SOUR,5,0,0,17.58600472,46.89186137
REFERENCE,2050,PADD 1,LIGHT,SOUR,6,48.46507905,17.58600472,17.58600472,46.89186137
REFERENCE,2035,PADD 2,HEAVY,SWEET,0,63.29944048,0.191966619,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SWEET,1,542.1768702,14.95822873,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SWEET,2,0,0,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SWEET,3,443.8097646,7.074690236,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SWEET,4,1375.300816,39.1302475,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SWEET,5,0,0,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SWEET,6,1113.463232,38.64486692,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SOUR,0,63.29944048,0.191966619,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SOUR,1,542.1768702,14.95822873,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SOUR,2,0,0,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SOUR,3,443.8097646,7.074690236,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SOUR,4,1375.300816,39.1302475,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SOUR,5,0,0,38.64486692,50.90397862
REFERENCE,2035,PADD 2,HEAVY,SOUR,6,1113.463232,38.64486692,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SWEET,0,69.09492087,0.191966619,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SWEET,1,816.5900631,14.95822873,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SWEET,2,0,0,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SWEET,3,426.9999152,7.074690236,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SWEET,4,1317.279469,39.1302475,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SWEET,5,0,0,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SWEET,6,905.5158496,38.64486692,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SOUR,0,69.09492087,0.191966619,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SOUR,1,816.5900631,14.95822873,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SOUR,2,0,0,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SOUR,3,426.9999152,7.074690236,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SOUR,4,1317.279469,39.1302475,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SOUR,5,0,0,38.64486692,50.90397862
REFERENCE,2035,PADD 2,LIGHT,SOUR,6,905.5158496,38.64486692,38.64486692,50.90397862
REFERENCE,2050,PADD 2,HEAVY,SWEET,0,21.84213616,4.212101348,30.77044298,46.89186137
REFERENCE,2050,PADD 2,HEAVY,SWEET,1,535.0236933,14.79940944,30.77044298,46.89186137
REFERENCE,2050,PADD 2,HEAVY,SWEET,2,0,0,30.77044298,46.89186137
REFERENCE,2050,PADD 2,HEAVY,SWEET,3,452.4737434,12.97458964,30.77044298,46.89186137
REFERENCE,2050,PADD 2,HEAVY,SWEET,4,1398.529672,37.2434566,30.77044298,46.89186137
REFERENCE,2050,PADD 2,HEAVY,SWEET,5,0,0,30.77044298,46.89186137
REFERENCE,2050,PADD 2,HEAVY,SWEET,6,1141.964155,30.77044298,30.77044298,46.89186137
REFERENCE,2050,PADD 2,HEAVY,SOUR,0,21.84213616,0,45.15128358,49.79266306
REFERENCE,2050,PADD 2,HEAVY,SOUR,1,535.0236933,14.79940944,45.15128358,49.79266306
REFERENCE,2050,PADD 2,HEAVY,SOUR,2,0,0,45.15128358,49.79266306
REFERENCE,2050,PADD 2,HEAVY,SOUR,3,452.4737434,1.40993798,45.15128358,49.79266306
REFERENCE,2050,PADD 2,HEAVY,SOUR,4,1398.529672,38.63936901,45.15128358,49.79266306
REFERENCE,2050,PADD 2,HEAVY,SOUR,5,0,0,45.15128358,49.79266306
REFERENCE,2050,PADD 2,HEAVY,SOUR,6,1141.964155,45.15128358,45.15128358,49.79266306
REFERENCE,2050,PADD 2,LIGHT,SWEET,0,113.204892,4.212101348,23.22082533,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SWEET,1,733.5021649,24.03881613,23.22082533,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SWEET,2,0,0,23.22082533,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SWEET,3,426.3050664,12.97458964,23.22082533,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SWEET,4,1340.970067,35.55366756,23.22082533,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SWEET,5,0,0,23.22082533,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SWEET,6,968.7846216,23.22082533,23.22082533,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SOUR,0,113.204892,0,45.15128358,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SOUR,1,733.5021649,14.79940944,45.15128358,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SOUR,2,0,0,45.15128358,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SOUR,3,426.3050664,1.40993798,45.15128358,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SOUR,4,1340.970067,38.63936901,45.15128358,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SOUR,5,0,0,45.15128358,46.89186137
REFERENCE,2050,PADD 2,LIGHT,SOUR,6,968.7846216,45.15128358,45.15128358,46.89186137
REFERENCE,2035,PADD 3,HEAVY,SWEET,0,726.1273894,3.121057239,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SWEET,1,692.0614445,9.058350962,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SWEET,2,305.1643942,3.211742879,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SWEET,3,781.8692646,10.46044022,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SWEET,4,1683.93838,22.57986693,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SWEET,5,0.00152025,0.664563151,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SWEET,6,4477.780698,50.90397862,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SOUR,0,726.1273894,3.121057239,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SOUR,1,692.0614445,9.058350962,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SOUR,2,305.1643942,3.211742879,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SOUR,3,781.8692646,10.46044022,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SOUR,4,1683.93838,22.57986693,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SOUR,5,0.00152025,0.664563151,50.90397862,50.90397862
REFERENCE,2035,PADD 3,HEAVY,SOUR,6,4477.780698,50.90397862,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SWEET,0,818.901351,3.121057239,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SWEET,1,927.5088968,9.058350962,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SWEET,2,305.8552214,3.211742879,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SWEET,3,1744.392408,10.46044022,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SWEET,4,2037.140916,22.57986693,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SWEET,5,53.62986016,0.664563151,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SWEET,6,2607.906161,50.90397862,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SOUR,0,818.901351,3.121057239,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SOUR,1,927.5088968,9.058350962,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SOUR,2,305.8552214,3.211742879,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SOUR,3,1744.392408,10.46044022,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SOUR,4,2037.140916,22.57986693,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SOUR,5,53.62986016,0.664563151,50.90397862,50.90397862
REFERENCE,2035,PADD 3,LIGHT,SOUR,6,2607.906161,50.90397862,50.90397862,50.90397862
REFERENCE,2050,PADD 3,HEAVY,SWEET,0,684.9076454,3.20362489,46.89186137,46.89186137
REFERENCE,2050,PADD 3,HEAVY,SWEET,1,709.0207885,11.05634247,46.89186137,46.89186137
REFERENCE,2050,PADD 3,HEAVY,SWEET,2,315.4472036,3.388002697,46.89186137,46.89186137
REFERENCE,2050,PADD 3,HEAVY,SWEET,3,832.8974665,10.55683119,46.89186137,46.89186137
REFERENCE,2050,PADD 3,HEAVY,SWEET,4,1775.492592,23.96413595,46.89186137,46.89186137
REFERENCE,2050,PADD 3,HEAVY,SWEET,5,0.036931063,0.939201428,46.89186137,46.89186137
REFERENCE,2050,PADD 3,HEAVY,SWEET,6,4697.264991,46.89186137,46.89186137,46.89186137
REFERENCE,2050,PADD 3,HEAVY,SOUR,0,684.9076454,3.20362489,49.79266306,49.79266306
REFERENCE,2050,PADD 3,HEAVY,SOUR,1,709.0207885,11.05634247,49.79266306,49.79266306
REFERENCE,2050,PADD 3,HEAVY,SOUR,2,315.4472036,0.487201013,49.79266306,49.79266306
REFERENCE,2050,PADD 3,HEAVY,SOUR,3,832.8974665,10.55683119,49.79266306,49.79266306
REFERENCE,2050,PADD 3,HEAVY,SOUR,4,1775.492592,23.96413595,49.79266306,49.79266306
REFERENCE,2050,PADD 3,HEAVY,SOUR,5,0.036931063,0.939201428,49.79266306,49.79266306
REFERENCE,2050,PADD 3,HEAVY,SOUR,6,4697.264991,49.79266306,49.79266306,49.79266306
REFERENCE,2050,PADD 3,LIGHT,SWEET,0,1341.685552,3.20362489,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SWEET,1,959.2028748,11.05634247,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SWEET,2,315.8823738,3.388002697,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SWEET,3,641.6796014,10.55683119,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SWEET,4,1521.808926,23.96413595,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SWEET,5,0.079701703,0.939201428,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SWEET,6,4216.236645,46.89186137,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SOUR,0,1341.685552,3.20362489,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SOUR,1,959.2028748,11.05634247,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SOUR,2,315.8823738,3.388002697,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SOUR,3,641.6796014,10.55683119,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SOUR,4,1521.808926,23.96413595,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SOUR,5,0.079701703,0.939201428,46.89186137,46.89186137
REFERENCE,2050,PADD 3,LIGHT,SOUR,6,4216.236645,46.89186137,46.89186137,46.89186137
REFERENCE,2035,PADD 4,HEAVY,SWEET,0,41.24720907,2.179297044,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SWEET,1,311.6567847,49.99877269,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SWEET,2,0,0,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SWEET,3,138.9647436,8.573618348,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SWEET,4,167.1073651,28.03109638,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SWEET,5,0,0,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SWEET,6,6.66743E-11,11.21721554,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SOUR,0,41.24720907,2.179297044,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SOUR,1,311.6567847,49.99877269,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SOUR,2,0,0,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SOUR,3,138.9647436,8.573618348,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SOUR,4,167.1073651,28.03109638,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SOUR,5,0,0,11.21721554,50.90397862
REFERENCE,2035,PADD 4,HEAVY,SOUR,6,6.66743E-11,11.21721554,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SWEET,0,41.24720907,2.179297044,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SWEET,1,311.6567847,49.99877269,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SWEET,2,0,0,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SWEET,3,138.9647436,8.573618348,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SWEET,4,167.106349,28.03109638,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SWEET,5,0,0,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SWEET,6,7.93483E-11,11.21721554,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SOUR,0,41.24720907,2.179297044,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SOUR,1,311.6567847,49.99877269,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SOUR,2,0,0,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SOUR,3,138.9647436,8.573618348,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SOUR,4,167.106349,28.03109638,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SOUR,5,0,0,11.21721554,50.90397862
REFERENCE,2035,PADD 4,LIGHT,SOUR,6,7.93483E-11,11.21721554,11.21721554,50.90397862
REFERENCE,2050,PADD 4,HEAVY,SWEET,0,67.57941815,2.179297043,1.210576421,46.89186137
REFERENCE,2050,PADD 4,HEAVY,SWEET,1,392.1135694,66.21585041,1.210576421,46.89186137
REFERENCE,2050,PADD 4,HEAVY,SWEET,2,0,0,1.210576421,46.89186137
REFERENCE,2050,PADD 4,HEAVY,SWEET,3,205.3494872,6.542283629,1.210576421,46.89186137
REFERENCE,2050,PADD 4,HEAVY,SWEET,4,24.17346114,23.8519925,1.210576421,46.89186137
REFERENCE,2050,PADD 4,HEAVY,SWEET,5,0,0,1.210576421,46.89186137
REFERENCE,2050,PADD 4,HEAVY,SWEET,6,3.40108E-10,1.210576421,1.210576421,46.89186137
REFERENCE,2050,PADD 4,HEAVY,SOUR,0,67.57941815,0.918034188,21.22385465,49.79266306
REFERENCE,2050,PADD 4,HEAVY,SOUR,1,392.1135694,35.04292403,21.22385465,49.79266306
REFERENCE,2050,PADD 4,HEAVY,SOUR,2,0,0,21.22385465,49.79266306
REFERENCE,2050,PADD 4,HEAVY,SOUR,3,205.3494872,10.60498689,21.22385465,49.79266306
REFERENCE,2050,PADD 4,HEAVY,SOUR,4,24.17346114,32.21020025,21.22385465,49.79266306
REFERENCE,2050,PADD 4,HEAVY,SOUR,5,0,0,21.22385465,49.79266306
REFERENCE,2050,PADD 4,HEAVY,SOUR,6,3.40108E-10,21.22385465,21.22385465,49.79266306
REFERENCE,2050,PADD 4,LIGHT,SWEET,0,67.57941815,2.179297043,1.210576421,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SWEET,1,392.1135694,66.21585041,1.210576421,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SWEET,2,0,0,1.210576421,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SWEET,3,205.3494872,6.542283629,1.210576421,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SWEET,4,24.00646153,23.8519925,1.210576421,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SWEET,5,0,0,1.210576421,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SWEET,6,2.76609E-10,1.210576421,1.210576421,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SOUR,0,67.57941815,0.918034188,21.22385465,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SOUR,1,392.1135694,35.04292403,21.22385465,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SOUR,2,0,0,21.22385465,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SOUR,3,205.3494872,10.60498689,21.22385465,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SOUR,4,24.00646153,32.21020025,21.22385465,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SOUR,5,0,0,21.22385465,46.89186137
REFERENCE,2050,PADD 4,LIGHT,SOUR,6,2.76609E-10,21.22385465,21.22385465,46.89186137
REFERENCE,2035,PADD 5,HEAVY,SWEET,0,539.891813,13.23523255,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SWEET,1,301.9512101,7.78890672,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SWEET,2,252.0174285,6.183821548,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SWEET,3,492.0630904,8.1915597,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SWEET,4,278.3741935,7.558824781,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SWEET,5,505.8885167,11.5220016,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SWEET,6,423.2383553,45.5196531,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SOUR,0,539.891813,13.23523255,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SOUR,1,301.9512101,7.78890672,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SOUR,2,252.0174285,6.183821548,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SOUR,3,492.0630904,8.1915597,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SOUR,4,278.3741935,7.558824781,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SOUR,5,505.8885167,11.5220016,45.5196531,50.90397862
REFERENCE,2035,PADD 5,HEAVY,SOUR,6,423.2383553,45.5196531,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SWEET,0,539.7800039,13.23523255,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SWEET,1,297.2223794,7.78890672,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SWEET,2,251.5647209,6.183821548,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SWEET,3,186.048724,8.1915597,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SWEET,4,133.5782003,7.558824781,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SWEET,5,248.2667696,11.5220016,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SWEET,6,1186.769186,45.5196531,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SOUR,0,539.7800039,13.23523255,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SOUR,1,297.2223794,7.78890672,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SOUR,2,251.5647209,6.183821548,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SOUR,3,186.048724,8.1915597,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SOUR,4,133.5782003,7.558824781,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SOUR,5,248.2667696,11.5220016,45.5196531,50.90397862
REFERENCE,2035,PADD 5,LIGHT,SOUR,6,1186.769186,45.5196531,45.5196531,50.90397862
REFERENCE,2050,PADD 5,HEAVY,SWEET,0,619.5369846,19.68211994,43.28843994,46.89186137
REFERENCE,2050,PADD 5,HEAVY,SWEET,1,318.3923441,7.788906721,43.28843994,46.89186137
REFERENCE,2050,PADD 5,HEAVY,SWEET,2,260.2813875,3.891991252,43.28843994,46.89186137
REFERENCE,2050,PADD 5,HEAVY,SWEET,3,183.6228882,7.44673982,43.28843994,46.89186137
REFERENCE,2050,PADD 5,HEAVY,SWEET,4,126.2784479,7.321788466,43.28843994,46.89186137
REFERENCE,2050,PADD 5,HEAVY,SWEET,5,243.6725759,10.58001386,43.28843994,46.89186137
REFERENCE,2050,PADD 5,HEAVY,SWEET,6,1215.011138,43.28843994,43.28843994,46.89186137
REFERENCE,2050,PADD 5,HEAVY,SOUR,0,619.5369846,19.68211994,43.28843994,49.79266306
REFERENCE,2050,PADD 5,HEAVY,SOUR,1,318.3923441,7.788906721,43.28843994,49.79266306
REFERENCE,2050,PADD 5,HEAVY,SOUR,2,260.2813875,3.891991252,43.28843994,49.79266306
REFERENCE,2050,PADD 5,HEAVY,SOUR,3,183.6228882,7.44673982,43.28843994,49.79266306
REFERENCE,2050,PADD 5,HEAVY,SOUR,4,126.2784479,7.321788466,43.28843994,49.79266306
REFERENCE,2050,PADD 5,HEAVY,SOUR,5,243.6725759,10.58001386,43.28843994,49.79266306
REFERENCE,2050,PADD 5,HEAVY,SOUR,6,1215.011138,43.28843994,43.28843994,49.79266306
REFERENCE,2050,PADD 5,LIGHT,SWEET,0,294.319394,19.68211994,43.28843993,46.89186137
