Refinery Configuration,Config,Capture Scenario,Year,PADD,Scenario,API,Sul,"Total Avoided CO2,kt/y","Marginal Abatement Cost, $/t"
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,1,HIGH,HEAVY,SOUR,47.19899271,369.6399781
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,1,HIGH,HEAVY,SOUR,86.00517309,240.0375484
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,1,HIGH,HEAVY,SOUR,49.74835893,366.3187278
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,1,HIGH,HEAVY,SOUR,89.71788356,332.7386468
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,1,HIGH,HEAVY,SOUR,14.16999251,514.7073539
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,1,HIGH,HEAVY,SOUR,50.42048478,312.0507723
Medium Conversion: FCC & GO-HC (3),3,Others,2035,1,HIGH,HEAVY,SOUR,37.56906249,391.955143
Deep Conversion: FCC (4),4,ADU/VDU,2035,1,HIGH,HEAVY,SOUR,97.05961056,323.3758664
Deep Conversion: FCC (4),4,CNR,2035,1,HIGH,HEAVY,SOUR,31.70606346,401.0022695
Deep Conversion: FCC (4),4,FCC/RFCC,2035,1,HIGH,HEAVY,SOUR,122.433636,221.5562136
Deep Conversion: FCC (4),4,Coker,2035,1,HIGH,HEAVY,SOUR,45.42020495,369.4619031
Deep Conversion: FCC (4),4,Hydrotreater,2035,1,HIGH,HEAVY,SOUR,88.99889735,329.6656232
Deep Conversion: FCC (4),4,Steam Boiler,2035,1,HIGH,HEAVY,SOUR,12.75271242,530.9929808
Deep Conversion: FCC (4),4,SMR,2035,1,HIGH,HEAVY,SOUR,45.63386559,319.9491923
Deep Conversion: FCC (4),4,Others,2035,1,HIGH,HEAVY,SOUR,31.55815915,403.4599737
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Coker,2035,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Others,2035,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,1,HIGH,HEAVY,SOUR,118.930595,317.663283
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,1,HIGH,HEAVY,SOUR,64.86983585,349.1053644
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,1,HIGH,HEAVY,SOUR,105.3281566,229.7403954
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,1,HIGH,HEAVY,SOUR,68.69296018,350.1409221
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,1,HIGH,HEAVY,SOUR,104.5539334,325.6362472
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,1,HIGH,HEAVY,SOUR,17.60950386,484.6707547
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,1,HIGH,HEAVY,SOUR,47.95821621,318.1333947
Deep Conversion: FCC & GO-HC (6),6,Others,2035,1,HIGH,HEAVY,SOUR,36.89761964,397.5141536
Hydroskimming Configuration (0),0,ADU/VDU,2050,1,HIGH,HEAVY,SOUR,7.39440018,621.5246922
Hydroskimming Configuration (0),0,CNR,2050,1,HIGH,HEAVY,SOUR,4.026950758,811.1889793
Hydroskimming Configuration (0),0,FCC/RFCC,2050,1,HIGH,HEAVY,SOUR,3.53E-17,0
Hydroskimming Configuration (0),0,Coker,2050,1,HIGH,HEAVY,SOUR,2.02E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,1,HIGH,HEAVY,SOUR,7.905300193,615.794845
Hydroskimming Configuration (0),0,Steam Boiler,2050,1,HIGH,HEAVY,SOUR,1.00208885,1884.461818
Hydroskimming Configuration (0),0,SMR,2050,1,HIGH,HEAVY,SOUR,1.347764577,1892.23007
Hydroskimming Configuration (0),0,Others,2050,1,HIGH,HEAVY,SOUR,1.457957776,1512.1719
Medium Conversion:  FCC (1),1,ADU/VDU,2050,1,HIGH,HEAVY,SOUR,269.8948622,283.1380189
Medium Conversion:  FCC (1),1,CNR,2050,1,HIGH,HEAVY,SOUR,68.787875,352.2539873
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,1,HIGH,HEAVY,SOUR,287.7799831,192.0901458
Medium Conversion:  FCC (1),1,Coker,2050,1,HIGH,HEAVY,SOUR,135.0492874,310.4465698
Medium Conversion:  FCC (1),1,Hydrotreater,2050,1,HIGH,HEAVY,SOUR,252.9559006,285.9897176
Medium Conversion:  FCC (1),1,Steam Boiler,2050,1,HIGH,HEAVY,SOUR,33.55964013,415.0230323
Medium Conversion:  FCC (1),1,SMR,2050,1,HIGH,HEAVY,SOUR,64.77267728,300.0743694
Medium Conversion:  FCC (1),1,Others,2050,1,HIGH,HEAVY,SOUR,50.84960438,373.623879
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,1,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,1,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,1,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,1,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,1,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,1,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,1,HIGH,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Others,2050,1,HIGH,HEAVY,SOUR,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,1,HIGH,HEAVY,SOUR,65.76901315,343.6982172
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,1,HIGH,HEAVY,SOUR,15.10461416,489.3195056
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,1,HIGH,HEAVY,SOUR,47.93076308,270.1582212
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,1,HIGH,HEAVY,SOUR,35.56491356,388.9115491
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,1,HIGH,HEAVY,SOUR,59.19313569,352.4715273
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,1,HIGH,HEAVY,SOUR,7.336747235,635.086765
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,1,HIGH,HEAVY,SOUR,32.45910911,349.8610746
Medium Conversion: FCC & GO-HC (3),3,Others,2050,1,HIGH,HEAVY,SOUR,15.56018919,492.5677375
Deep Conversion: FCC (4),4,ADU/VDU,2050,1,HIGH,HEAVY,SOUR,59.95761867,349.2531462
Deep Conversion: FCC (4),4,CNR,2050,1,HIGH,HEAVY,SOUR,20.41782471,446.1984401
Deep Conversion: FCC (4),4,FCC/RFCC,2050,1,HIGH,HEAVY,SOUR,47.97459414,270.21011
Deep Conversion: FCC (4),4,Coker,2050,1,HIGH,HEAVY,SOUR,29.2556738,407.3911606
Deep Conversion: FCC (4),4,Hydrotreater,2050,1,HIGH,HEAVY,SOUR,55.93098579,356.0485024
Deep Conversion: FCC (4),4,Steam Boiler,2050,1,HIGH,HEAVY,SOUR,7.681357057,624.3273663
Deep Conversion: FCC (4),4,SMR,2050,1,HIGH,HEAVY,SOUR,18.27885604,427.4813383
Deep Conversion: FCC (4),4,Others,2050,1,HIGH,HEAVY,SOUR,10.33086967,568.3859125
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Others,2050,1,HIGH,HEAVY,SOUR,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,1,HIGH,HEAVY,SOUR,82.95588775,335.6780296
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,1,HIGH,HEAVY,SOUR,37.69094997,386.4630683
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,1,HIGH,HEAVY,SOUR,69.94718338,247.261967
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,1,HIGH,HEAVY,SOUR,39.57537679,383.7797369
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,1,HIGH,HEAVY,SOUR,84.13838622,336.1366404
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,1,HIGH,HEAVY,SOUR,11.74269794,540.7937563
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,1,HIGH,HEAVY,SOUR,28.57512878,368.5271451
Deep Conversion: FCC & GO-HC (6),6,Others,2050,1,HIGH,HEAVY,SOUR,12.89280816,539.1464976
Hydroskimming Configuration (0),0,ADU/VDU,2035,2,LOW,HEAVY,SOUR,7.5969212,490.7036971
Hydroskimming Configuration (0),0,CNR,2035,2,LOW,HEAVY,SOUR,4.594723665,609.2573379
Hydroskimming Configuration (0),0,FCC/RFCC,2035,2,LOW,HEAVY,SOUR,3.53E-17,0
Hydroskimming Configuration (0),0,Coker,2035,2,LOW,HEAVY,SOUR,1.80E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,2,LOW,HEAVY,SOUR,7.725129894,496.2579559
Hydroskimming Configuration (0),0,Steam Boiler,2035,2,LOW,HEAVY,SOUR,1.009443038,1524.744491
Hydroskimming Configuration (0),0,SMR,2035,2,LOW,HEAVY,SOUR,2.014039643,1109.515979
Hydroskimming Configuration (0),0,Others,2035,2,LOW,HEAVY,SOUR,2.615429725,832.1737876
Medium Conversion:  FCC (1),1,ADU/VDU,2035,2,LOW,HEAVY,SOUR,841.3045926,209.2893247
Medium Conversion:  FCC (1),1,CNR,2035,2,LOW,HEAVY,SOUR,417.4229086,225.0843228
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,2,LOW,HEAVY,SOUR,773.5962851,138.2924132
Medium Conversion:  FCC (1),1,Coker,2035,2,LOW,HEAVY,SOUR,393.5337775,226.219901
Medium Conversion:  FCC (1),1,Hydrotreater,2035,2,LOW,HEAVY,SOUR,983.1378105,206.2975537
Medium Conversion:  FCC (1),1,Steam Boiler,2035,2,LOW,HEAVY,SOUR,106.1698808,279.1496018
Medium Conversion:  FCC (1),1,SMR,2035,2,LOW,HEAVY,SOUR,128.7333869,222.2294034
Medium Conversion:  FCC (1),1,Others,2035,2,LOW,HEAVY,SOUR,185.7945755,251.3110395
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Coker,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Others,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,2,LOW,HEAVY,SOUR,385.4943266,225.4561975
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,2,LOW,HEAVY,SOUR,260.9904538,235.5184979
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,2,LOW,HEAVY,SOUR,264.6555648,160.3280792
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,2,LOW,HEAVY,SOUR,172.8879572,249.297012
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,2,LOW,HEAVY,SOUR,364.0597121,227.1724319
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,2,LOW,HEAVY,SOUR,55.86845792,304.8968483
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: FCC & GO-HC (3),3,Others,2035,2,LOW,HEAVY,SOUR,97.60772127,274.7452772
Deep Conversion: FCC (4),4,ADU/VDU,2035,2,LOW,HEAVY,SOUR,2290.83032,193.3503997
Deep Conversion: FCC (4),4,CNR,2035,2,LOW,HEAVY,SOUR,1177.213798,204.9523894
Deep Conversion: FCC (4),4,FCC/RFCC,2035,2,LOW,HEAVY,SOUR,2932.833773,120.2985984
Deep Conversion: FCC (4),4,Coker,2035,2,LOW,HEAVY,SOUR,1058.103389,207.0545349
Deep Conversion: FCC (4),4,Hydrotreater,2035,2,LOW,HEAVY,SOUR,2431.990031,192.3835414
Deep Conversion: FCC (4),4,Steam Boiler,2035,2,LOW,HEAVY,SOUR,318.5296827,247.6738656
Deep Conversion: FCC (4),4,SMR,2035,2,LOW,HEAVY,SOUR,398.7795513,191.2180565
Deep Conversion: FCC (4),4,Others,2035,2,LOW,HEAVY,SOUR,558.1480421,223.5301362
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Coker,2035,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Others,2035,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,2,LOW,HEAVY,SOUR,2176.968797,196.1468284
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,2,LOW,HEAVY,SOUR,1398.541776,203.514072
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,2,LOW,HEAVY,SOUR,2371.769659,122.8223913
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,2,LOW,HEAVY,SOUR,971.992957,210.9674221
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,2,LOW,HEAVY,SOUR,2426.885675,194.4383381
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,2,LOW,HEAVY,SOUR,312.0568732,247.4451445
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,2,LOW,HEAVY,SOUR,875.9563369,169.5281045
Deep Conversion: FCC & GO-HC (6),6,Others,2035,2,LOW,HEAVY,SOUR,635.4767104,221.4661183
Hydroskimming Configuration (0),0,ADU/VDU,2050,2,LOW,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,CNR,2050,2,LOW,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,FCC/RFCC,2050,2,LOW,HEAVY,SOUR,0.00E+00,0
Hydroskimming Configuration (0),0,Coker,2050,2,LOW,HEAVY,SOUR,0.00E+00,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,2,LOW,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,Steam Boiler,2050,2,LOW,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,SMR,2050,2,LOW,HEAVY,SOUR,0,0
Hydroskimming Configuration (0),0,Others,2050,2,LOW,HEAVY,SOUR,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,2,LOW,HEAVY,SOUR,851.1572449,206.8802909
Medium Conversion:  FCC (1),1,CNR,2050,2,LOW,HEAVY,SOUR,393.9862936,222.5470434
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,2,LOW,HEAVY,SOUR,813.934739,136.4878774
Medium Conversion:  FCC (1),1,Coker,2050,2,LOW,HEAVY,SOUR,488.3520973,217.8470487
Medium Conversion:  FCC (1),1,Hydrotreater,2050,2,LOW,HEAVY,SOUR,715.7080519,209.8981226
Medium Conversion:  FCC (1),1,Steam Boiler,2050,2,LOW,HEAVY,SOUR,55.6253689,304.8932651
Medium Conversion:  FCC (1),1,SMR,2050,2,LOW,HEAVY,SOUR,118.1582207,217.2707305
Medium Conversion:  FCC (1),1,Others,2050,2,LOW,HEAVY,SOUR,292.0998467,230.6132379
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,2,LOW,HEAVY,SOUR,0.00E+00,0
Medium Conversion: GO-HC (2),2,Coker,2050,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Others,2050,2,LOW,HEAVY,SOUR,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,2,LOW,HEAVY,SOUR,80.31025213,270.6797379
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,2,LOW,HEAVY,SOUR,42.11564706,299.9613716
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,2,LOW,HEAVY,SOUR,62.78158219,203.35845
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,2,LOW,HEAVY,SOUR,47.47481686,293.5856722
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,2,LOW,HEAVY,SOUR,74.35171986,275.6542991
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,2,LOW,HEAVY,SOUR,5.609828808,569.3409589
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,2,LOW,HEAVY,SOUR,32.87261435,279.8284803
Medium Conversion: FCC & GO-HC (3),3,Others,2050,2,LOW,HEAVY,SOUR,29.83229946,326.8611572
Deep Conversion: FCC (4),4,ADU/VDU,2050,2,LOW,HEAVY,SOUR,2263.920838,192.4775088
Deep Conversion: FCC (4),4,CNR,2050,2,LOW,HEAVY,SOUR,1085.807868,204.4926119
Deep Conversion: FCC (4),4,FCC/RFCC,2050,2,LOW,HEAVY,SOUR,2894.27933,120.0788985
Deep Conversion: FCC (4),4,Coker,2050,2,LOW,HEAVY,SOUR,1066.76831,204.8877369
Deep Conversion: FCC (4),4,Hydrotreater,2050,2,LOW,HEAVY,SOUR,2273.863774,192.2668131
Deep Conversion: FCC (4),4,Steam Boiler,2050,2,LOW,HEAVY,SOUR,228.8457417,255.4127484
Deep Conversion: FCC (4),4,SMR,2050,2,LOW,HEAVY,SOUR,350.9663096,191.0100873
Deep Conversion: FCC (4),4,Others,2050,2,LOW,HEAVY,SOUR,638.1145513,216.3397125
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,2,LOW,HEAVY,SOUR,0.00E+00,0
Deep Conversion: GO-HC (5),5,Coker,2050,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Others,2050,2,LOW,HEAVY,SOUR,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,2,LOW,HEAVY,SOUR,2572.640816,193.1617027
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,2,LOW,HEAVY,SOUR,1350.366745,203.102189
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,2,LOW,HEAVY,SOUR,2493.333622,121.9595857
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,2,LOW,HEAVY,SOUR,1280.581493,203.9913804
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,2,LOW,HEAVY,SOUR,2669.152966,192.6403368
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,2,LOW,HEAVY,SOUR,243.4652037,253.536926
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,2,LOW,HEAVY,SOUR,945.7783363,166.8092435
Deep Conversion: FCC & GO-HC (6),6,Others,2050,2,LOW,HEAVY,SOUR,837.8259429,212.5455939
Hydroskimming Configuration (0),0,ADU/VDU,2035,2,MEDIUM,HEAVY,SOUR,6.160610529,533.49331
Hydroskimming Configuration (0),0,CNR,2035,2,MEDIUM,HEAVY,SOUR,3.256228938,722.8975979
Hydroskimming Configuration (0),0,FCC/RFCC,2035,2,MEDIUM,HEAVY,SOUR,3.52E-17,0
Hydroskimming Configuration (0),0,Coker,2035,2,MEDIUM,HEAVY,SOUR,1.74E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,2,MEDIUM,HEAVY,SOUR,6.355143346,537.0458313
Hydroskimming Configuration (0),0,Steam Boiler,2035,2,MEDIUM,HEAVY,SOUR,0.759308777,1879.485163
Hydroskimming Configuration (0),0,SMR,2035,2,MEDIUM,HEAVY,SOUR,1.700133917,1252.897827
Hydroskimming Configuration (0),0,Others,2035,2,MEDIUM,HEAVY,SOUR,2.16457512,927.0239202
Medium Conversion:  FCC (1),1,ADU/VDU,2035,2,MEDIUM,HEAVY,SOUR,622.8777223,215.557867
Medium Conversion:  FCC (1),1,CNR,2035,2,MEDIUM,HEAVY,SOUR,388.1742151,226.7867471
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,2,MEDIUM,HEAVY,SOUR,473.5642867,147.7271339
Medium Conversion:  FCC (1),1,Coker,2035,2,MEDIUM,HEAVY,SOUR,188.2143353,250.1455849
Medium Conversion:  FCC (1),1,Hydrotreater,2035,2,MEDIUM,HEAVY,SOUR,650.6156319,214.7708324
Medium Conversion:  FCC (1),1,Steam Boiler,2035,2,MEDIUM,HEAVY,SOUR,92.69277753,284.6029097
Medium Conversion:  FCC (1),1,SMR,2035,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion:  FCC (1),1,Others,2035,2,MEDIUM,HEAVY,SOUR,131.4361242,267.2898517
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,2,MEDIUM,HEAVY,SOUR,0.00E+00,0
Medium Conversion: GO-HC (2),2,Coker,2035,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: GO-HC (2),2,Others,2035,2,MEDIUM,HEAVY,SOUR,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,2,MEDIUM,HEAVY,SOUR,310.1724518,230.7215269
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,2,MEDIUM,HEAVY,SOUR,212.6031848,241.8089156
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,2,MEDIUM,HEAVY,SOUR,237.124169,163.001779
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,2,MEDIUM,HEAVY,SOUR,129.0401512,258.511196
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,2,MEDIUM,HEAVY,SOUR,339.1893581,228.2229812
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,2,MEDIUM,HEAVY,SOUR,44.13422178,317.5234496
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,2,MEDIUM,HEAVY,SOUR,95.028757,226.3789815
Medium Conversion: FCC & GO-HC (3),3,Others,2035,2,MEDIUM,HEAVY,SOUR,87.3723363,278.2533006
Deep Conversion: FCC (4),4,ADU/VDU,2035,2,MEDIUM,HEAVY,SOUR,1788.264079,196.3552062
Deep Conversion: FCC (4),4,CNR,2035,2,MEDIUM,HEAVY,SOUR,470.9597478,223.1725427
Deep Conversion: FCC (4),4,FCC/RFCC,2035,2,MEDIUM,HEAVY,SOUR,1812.904658,125.5983102
Deep Conversion: FCC (4),4,Coker,2035,2,MEDIUM,HEAVY,SOUR,830.756373,209.9239785
Deep Conversion: FCC (4),4,Hydrotreater,2035,2,MEDIUM,HEAVY,SOUR,1694.02604,197.0544201
Deep Conversion: FCC (4),4,Steam Boiler,2035,2,MEDIUM,HEAVY,SOUR,166.5587569,264.3107677
Deep Conversion: FCC (4),4,SMR,2035,2,MEDIUM,HEAVY,SOUR,773.1452112,169.9719868
Deep Conversion: FCC (4),4,Others,2035,2,MEDIUM,HEAVY,SOUR,525.2041055,220.0777614
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,2,MEDIUM,HEAVY,SOUR,0.00E+00,0
Deep Conversion: GO-HC (5),5,Coker,2035,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: GO-HC (5),5,Others,2035,2,MEDIUM,HEAVY,SOUR,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,2,MEDIUM,HEAVY,SOUR,1724.842109,200.999594
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,2,MEDIUM,HEAVY,SOUR,1093.64708,208.8877552
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,2,MEDIUM,HEAVY,SOUR,1443.822273,129.3578286
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,2,MEDIUM,HEAVY,SOUR,862.6332203,213.9212657
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,2,MEDIUM,HEAVY,SOUR,1976.36471,198.8963315
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,2,MEDIUM,HEAVY,SOUR,234.3145557,254.7190187
