Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Avoidance Cost,"Avoided CO2, kt/y",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,97.21983501,198.8996226,109.5060618,250.6177974
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,344032.5,119.7704225,233.3407317,132.429221,294.0143347
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,147911,113.0897132,151.2981841,126.4821881,180.5966041
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,147911,96.64430191,153.3215825,109.642331,183.0118272
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,147911,122.626205,183.6483423,136.2474142,219.2112692
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,102.877527,352.5183443,119.088062,387.8221424
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,86.26301912,362.1262599,101.5803842,398.3922659
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,505012.5,110.15189,432.2987401,126.7534834,475.592338
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,1032805,90.60717092,865.8299555,110.4236699,669.8790885
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,1032805,74.09885459,895.3970692,92.25071477,692.7547017
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,1032805,100.6553607,1048.726239,121.4850828,811.3830812
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,19000,171.9086667,26.3548844,174.1436872,34.7078612
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,19000,153.2635695,26.63091943,156.4145267,35.0713834
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,19000,177.6950645,31.63562762,179.6458293,41.66229515
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,2675915,79.66664325,2496.749539,95.22090307,2927.948004
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,2675915,63.52833838,2581.973783,78.09520514,3027.89081
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,POTENTIAL,LIGHT,SWEET,2675915,91.61223637,3026.5612,107.8973658,3549.260223
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,16032.80219,391.5645334,7.683035226,821.9608503,2.326295163
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,16032.80219,356.0228309,7.945547122,748.3221518,2.405779395
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,16032.80219,379.0744423,9.179343063,796.082685,2.779352266
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,367834.4053,148.1722206,200.4272336,0,0
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,367834.4053,126.9335462,207.2723917,0,0
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,367834.4053,152.7466741,243.1940928,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,1000,1329.232587,1.113250526,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,1000,1243.803903,1.128315272,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,1000,1312.506943,1.321971396,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,63074.9843,208.8026369,40.90470248,255.3169787,27.37136893
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,63074.9843,184.8087582,42.29404741,227.2053127,28.30104866
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,63074.9843,205.8078841,49.52669213,251.8082717,33.14077062
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,206221.0953,157.4179481,143.9654567,280.4505054,23.27790059
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,206221.0953,135.8605899,148.8722971,243.5071995,24.07129191
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,206221.0953,160.5532031,174.6085922,285.823459,28.23261597
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,1000,1313.409076,1.130155468,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,1000,1228.780438,1.145609227,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,1000,1300.087939,1.337891568,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,LOW,HEAVY,SOUR,82523.58175,187.9724879,64.78144521,232.4204002,37.28917512
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,LOW,HEAVY,SOUR,82523.58175,165.1219683,66.97994672,205.4649483,38.55466568
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,LOW,HEAVY,SOUR,82523.58175,187.1849207,78.41086852,231.4913522,45.13447636
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,16032.80219,372.3368755,8.57103396,1034.409863,1.709811929
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,16032.80219,338.0063721,8.865087348,940.0191002,1.768471829
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,16032.80219,360.5750319,10.24712711,1002.071001,2.04417113
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,367834.4053,145.3704294,224.9652368,234.7032302,47.16278656
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,367834.4053,124.108392,232.6954656,201.9373485,48.78338864
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,367834.4053,150.4060754,273.3285512,242.463417,57.30190275
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,1000,1577.117144,0.90299245,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,1000,1472.547607,0.918646176,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,1000,1554.765037,1.072012698,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,63074.9843,195.5944843,51.9528253,323.624736,14.2681567
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,63074.9843,172.6436159,53.34695147,286.9041021,14.65103503
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,63074.9843,193.9859894,63.62714887,321.0511971,17.47435535
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,206221.0953,155.6277984,152.7017433,174.2334494,152.8682337
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,206221.0953,134.101018,157.9170556,151.6103754,158.0892323
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,206221.0953,159.0243947,185.2895745,177.803024,185.4915954
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,1000,1149.731359,1.339229068,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,1000,1076.95169,1.353794168,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,1000,1118.173552,1.624446866,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,LOW,LIGHT,SWEET,82523.58175,182.0379971,73.7584913,203.5526534,68.90910372
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,LOW,LIGHT,SWEET,82523.58175,159.4086961,76.26895545,179.5764869,71.25451279
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,LOW,LIGHT,SWEET,82523.58175,182.0164507,89.30271008,203.5298246,83.43133926
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,7001.333529,596.1642293,3.550736523,1121.944678,1.467426956
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,7001.333529,546.4379011,3.670991798,1029.253589,1.51712533
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,7001.333529,576.5739041,4.236187025,1085.427834,1.750705802
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,267252.7902,158.6719868,135.6840977,223.9564069,45.15657096
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,267252.7902,137.2105866,140.2748974,195.1094099,46.68441966
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,267252.7902,161.5714701,164.4192922,227.8537009,54.71983498
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,1000,1507.432921,0.951715647,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,1000,1408.904756,0.966855162,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,1000,1490.91071,1.126497832,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,80878.30631,202.4436098,45.41824401,210.0198293,56.10757232
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,80878.30631,178.830026,46.95748805,186.7682791,58.00908235
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,80878.30631,200.0615225,55.00563634,207.6742632,67.95138796
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,245649.1903,153.0568104,158.5603139,286.0670631,21.28291973
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,245649.1903,131.8379844,163.9173077,247.8891463,22.00196768
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,245649.1903,157.0370064,191.7636763,293.2284203,25.73967489
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,1000,1074.344584,1.466493709,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,1000,1003.006108,1.488232212,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,1000,1064.673293,1.730453797,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,LOW,HEAVY,SOUR,161862.4743,163.0437889,120.0259705,191.8070104,87.4446817
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,LOW,HEAVY,SOUR,161862.4743,141.3915284,124.087076,167.7532931,90.40339202
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,LOW,HEAVY,SOUR,161862.4743,165.6292341,145.1025236,194.6792079,105.7141545
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,16620.28022,418.0382925,6.817278801,3146.599609,0.448615437
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,16620.28022,380.4344267,7.053025507,2864.513728,0.464128902
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,16620.28022,403.592922,8.161026072,3038.237477,0.537041595
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,504991.2733,138.249051,309.5986421,216.9176646,69.54510632
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,504991.2733,117.2041555,320.2428302,185.523235,71.93610903
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,504991.2733,144.5448446,376.3017135,226.3096261,84.52860935
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,1000,1249.714693,1.207086211,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,1000,1167.503875,1.225373747,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,1000,1235.829762,1.42851877,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,49894.33938,210.0084772,40.42101464,261.9678366,25.24773072
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,49894.33938,185.8585571,41.79991526,233.0709975,26.10901815
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,49894.33938,206.6068633,49.31922105,257.8976,30.80571885
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,181905.8124,156.6167838,148.9162548,236.6727685,39.75336099
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,181905.8124,135.0334033,154.0069591,205.528674,41.1123302
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,181905.8124,159.8422245,180.748562,241.3269713,48.25103104
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,1000,1141.571263,1.353898437,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,1000,1067.854082,1.370990018,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,1000,1118.112561,1.625244011,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,LOW,LIGHT,SWEET,9232.389593,408.2754702,7.148771762,461.0023411,6.162436713
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,LOW,LIGHT,SWEET,9232.389593,371.677217,7.393174146,420.6349611,6.37311825
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,LOW,LIGHT,SWEET,9232.389593,389.7842331,8.659703835,440.6067558,7.46490147
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,13303.67796,425.4431531,6.509892548,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,13303.67796,387.589568,6.73229749,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,13303.67796,411.410147,7.777592274,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,305221.1594,159.4511461,140.6634068,1849.794129,1.493625169
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,305221.1594,137.6336993,145.5020826,1598.151067,1.545004331
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,305221.1594,162.1406197,171.0336945,1880.814595,1.816110079
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,1230.039159,1.228688842,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,1150.757877,1.244890836,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,1214.520651,1.459182713,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,52338.27873,219.0249114,35.14219349,301.7848025,16.90986507
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,52338.27873,194.3994603,36.34095609,269.0552512,17.48669059
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,52338.27873,214.8451659,42.58776473,296.2295258,20.49255564
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,171117.875,162.2214533,125.8684752,191.5959296,90.94704898
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,171117.875,140.4751158,130.1567527,167.343534,94.04557054
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,171117.875,164.7052341,152.5702774,194.3659425,110.2406021
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,1182.444673,1.291816686,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,1106.905908,1.30732099,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,1000.000017,1160.098712,1.548153023,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,MEDIUM,HEAVY,SOUR,68476.31145,199.97736,48.29258682,251.9387124,28.82660846
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,68476.31145,176.3596877,49.94043375,223.4456409,29.81023434
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,MEDIUM,HEAVY,SOUR,68476.31145,197.8399135,58.53508975,249.3600325,34.94052037
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,13303.67774,415.0112331,6.855398988,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,13303.67774,377.8078436,7.090341275,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,13303.67774,401.2530787,8.194561102,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,305221.1543,151.8209804,181.1163708,179.8294709,135.3580563
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,305221.1543,130.3693641,187.3253707,155.9294174,139.9983776
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,305221.1543,155.8980698,219.7469094,184.3719097,164.2287464
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,1466.889495,0.986982095,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,1369.826552,1.003540392,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,1447.966228,1.169971581,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,52338.27785,208.2498421,41.60957834,266.2570001,24.07564197
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,52338.27785,184.2004269,43.02861557,236.7420803,24.8967085
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,52338.27785,205.2813625,50.5271997,262.6138996,29.23545054
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,171117.8722,160.726586,132.2117507,189.7053303,95.60800842
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,171117.8722,138.995625,136.7270756,165.5002964,98.87323423
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,171117.8722,163.3707817,160.3936886,192.6505681,115.9875809
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,1162.307036,1.322740586,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,1087.34345,1.339508417,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,1000,1137.003312,1.5902038,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD4,MEDIUM,LIGHT,SWEET,68476.3103,190.1113924,62.41677018,359.8806608,11.65033755
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,68476.3103,167.1033756,64.54044405,317.6190447,12.0467297
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD4,MEDIUM,LIGHT,SWEET,68476.3103,188.7761185,76.19692999,357.4280012,14.222459
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,4927.419963,875.6777422,1.987848963,880.8108383,2.024990482
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,4927.419963,805.0941595,2.055817332,810.6743612,2.09422879
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,4927.419963,847.4328075,2.375266085,852.7448187,2.419646212
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,188087.9886,192.625501,62.86747976,198.3578503,83.18382031
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,188087.9886,169.1436681,65.04694561,175.4791562,86.06760532
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,188087.9886,190.7681428,76.49743569,196.548199,101.2184514
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,1474.226194,0.978430623,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,1378.912617,0.992863422,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,1461.450717,1.155786066,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,56920.78223,220.6331247,34.10487084,295.4709827,17.40831796
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,56920.78223,195.9471877,35.26618481,263.6066275,18.0010932
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,56920.78223,216.5063663,41.27922037,290.1442051,21.07035669
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,172883.7399,168.2344654,102.0556374,247.6516145,31.27325994
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,172883.7399,146.2273239,105.5308367,216.6528068,32.33817721
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,172883.7399,169.81917,123.77826,249.8837969,37.92979789
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,1353.188298,1.089041508,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,1265.283391,1.104976588,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,1000,1341.665385,1.285772552,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD4,MEDIUM,HEAVY,SOUR,113916.0681,176.3373616,82.86480301,188.6271861,94.99183853
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,113916.0681,154.0472285,85.67473271,166.1335612,98.2129937
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD4,MEDIUM,HEAVY,SOUR,113916.0681,176.9423794,100.3589055,189.2377272,115.0461547
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,11697.07174,445.378342,5.997174483,1113.71975,1.529440468
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,11697.07174,406.0036555,6.203408849,1016.203009,1.582035767
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,11697.07174,430.0541664,7.172702539,1075.767355,1.829231675
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,355404.3057,152.2191645,185.5113077,182.0631297,134.6381012
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,355404.3057,130.5777036,191.9284393,157.6970697,139.2954476
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD4,MEDIUM,LIGHT,SWEET,355404.3057,156.0518259,225.7665359,186.3783124,163.8540426
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD4,MEDIUM,LIGHT,SWEET,1000,1368.842638,1.073597683,0,0
