Refinery configuration,Config,Capture Scenario,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd","Total Avoided CO2_Avg,kt/y","Avoidance Cost Ref, $/t","Avoidance Cost 0.5Ref, $/t","Avoidance Cost 1.5Ref, $/t"
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,39.69123105,320.4712755,318.3172102,325.7837047
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,125.1062439,267.1701672,266.2055213,269.54921
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,136.7066816,263.5671345,262.2481975,266.8199418
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,22.11946858,455.642229,453.2354245,461.5779723
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,12.51420934,534.964906,489.9020353,646.1004935
Deep Conversion: FCC & GO-HC (6),6,Others,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,8.608920385,601.7829879,597.4252141,612.5302781
Hydroskimming Configuration (0),0,No Carbon Capture,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,17.28342062,469.285033,466.5664121,475.9897884
Hydroskimming Configuration (0),0,CNR,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,5.088538179,741.3929842,736.8172304,752.6778642
Hydroskimming Configuration (0),0,FCC/RFCC,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,20.31821166,450.8507163,444.7184908,465.9742199
Hydroskimming Configuration (0),0,Steam Boiler,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,2.83165051,986.6245393,973.9779979,1017.813871
Hydroskimming Configuration (0),0,SMR,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Hydroskimming Configuration (0),0,Others,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,2.369359766,1110.15163,1093.912424,1150.201311
Medium Conversion:  FCC (1),1,No Carbon Capture,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,466.4916974,271.1185627,270.3403866,273.0377272
Medium Conversion:  FCC (1),1,CNR,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,334.4792296,281.9213003,281.2404379,283.6004663
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,428.7881062,182.836475,181.565428,185.9711746
Medium Conversion:  FCC (1),1,Coker,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,146.3943173,320.7912601,319.9432844,322.8825667
Medium Conversion:  FCC (1),1,Hydrotreater,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,377.3698175,278.4626489,277.6915163,280.3644426
Medium Conversion:  FCC (1),1,Steam Boiler,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,91.6106668,353.2190886,352.2560079,355.5942711
Medium Conversion:  FCC (1),1,SMR,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,7.6814764,969.6097402,969.6097402,969.6097402
Medium Conversion:  FCC (1),1,Others,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,70.4948458,373.3830934,372.1566515,376.4077863
Medium Conversion: GO-HC (2),2,No Carbon Capture,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,140.2277663,305.5958164,304.5966841,308.0599106
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,56.21718762,355.2514411,354.4251427,357.2892862
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,91.49029036,240.5438528,236.8541711,249.6434717
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,43.28226738,377.6730757,376.1935088,381.3220341
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,145.1384187,304.1466219,302.8121135,307.4378319
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,24.83804083,444.3372167,442.2469458,449.4923139
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,25.38284793,397.0987212,397.0987212,397.0987212
Medium Conversion: FCC & GO-HC (3),3,Others,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,13.86065702,537.3749931,533.4671156,547.0127338
Deep Conversion: FCC (4),4,No Carbon Capture,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,108.9865757,321.3753078,320.2078521,324.254527
Deep Conversion: FCC (4),4,CNR,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,74.05514036,344.1508123,343.2986556,346.2524302
Deep Conversion: FCC (4),4,FCC/RFCC,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,94.91039781,235.759028,233.8530075,240.4597206
Deep Conversion: FCC (4),4,Coker,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,37.43579667,395.0116506,393.2640904,399.321543
Deep Conversion: FCC (4),4,Hydrotreater,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,97.54481544,328.5653233,326.9576729,332.5301657
Deep Conversion: FCC (4),4,Steam Boiler,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,21.19482965,461.3720846,458.9666951,467.3043382
Deep Conversion: FCC (4),4,SMR,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,0.331044265,9085.037378,8154.676786,11379.52438
Deep Conversion: FCC (4),4,Others,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,2.987746626,1226.196147,1217.989687,1246.4352
Deep Conversion: GO-HC (5),5,No Carbon Capture,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,126.1795851,311.0649973,310.0016495,313.6874618
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,67.29544707,344.4799434,343.6604295,346.5010565
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,87.92818513,242.4060556,240.4910124,247.1290006
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,39.53825229,388.6949477,387.0993715,392.6300123
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,131.927742,309.1191127,307.7180881,312.5743675
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,24.65173458,445.1079299,442.9501011,450.4296407
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,40.74506377,337.5495529,319.5832159,381.8587454
Deep Conversion: FCC & GO-HC (6),6,Others,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,14.49558771,533.2420534,529.1913154,543.2321216
Hydroskimming Configuration (0),0,No Carbon Capture,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,17.33956499,467.9653345,465.2523545,474.6561782
Hydroskimming Configuration (0),0,CNR,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,4.436526306,785.939826,779.9785352,800.6417647
Hydroskimming Configuration (0),0,FCC/RFCC,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,15.7044997,484.3877448,476.6625568,503.4398667
Hydroskimming Configuration (0),0,Steam Boiler,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,2.306629055,1096.113865,1080.375985,1134.92716
Hydroskimming Configuration (0),0,SMR,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,0,0,0,0
Hydroskimming Configuration (0),0,Others,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,1.59916761,1446.186109,1418.81248,1513.695884
Medium Conversion:  FCC (1),1,No Carbon Capture,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,519.876606,264.4923684,263.7333029,266.3644013
Medium Conversion:  FCC (1),1,CNR,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,117.2469302,325.6009105,324.8811273,327.3760645
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,465.2582852,180.4046687,179.3557865,182.9914576
Medium Conversion:  FCC (1),1,Coker,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,245.1163269,289.8781237,289.0914866,291.8181549
Medium Conversion:  FCC (1),1,Hydrotreater,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,442.775055,269.4079402,268.6338041,271.3171412
Medium Conversion:  FCC (1),1,Steam Boiler,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,70.13823107,367.6363295,366.5189294,370.3920997
Medium Conversion:  FCC (1),1,SMR,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,10.37729842,729.5994228,729.5994228,729.5994228
Medium Conversion:  FCC (1),1,Others,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,31.26426526,461.3267993,459.6454957,465.4732878
Medium Conversion: GO-HC (2),2,No Carbon Capture,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,144.6042172,309.4543725,308.4445881,311.9447372
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,57.65867035,356.5759706,355.6488667,358.8624261
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,61.4911518,257.777895,254.4532155,265.977333
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,74.16515881,344.5659835,343.4394999,347.3441558
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,90.7478465,332.9690477,331.3624657,336.9312549
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,18.43389129,475.8522311,473.2000014,482.3932503
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,1.453342383,2274.674763,2274.674763,2274.674763
Medium Conversion: FCC & GO-HC (3),3,Others,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,24.19713373,444.7594359,440.5390186,455.1679729
Deep Conversion: FCC (4),4,No Carbon Capture,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,125.2189528,309.6590402,308.536783,312.4267892
Deep Conversion: FCC (4),4,CNR,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,43.99751933,373.5213683,372.445605,376.1744522
Deep Conversion: FCC (4),4,FCC/RFCC,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,131.8374355,219.2283947,217.8231918,222.6939539
Deep Conversion: FCC (4),4,Coker,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,57.40499727,353.5830083,352.2932482,356.7638586
Deep Conversion: FCC (4),4,Hydrotreater,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,93.9160397,326.2393681,324.4911116,330.550978
Deep Conversion: FCC (4),4,Steam Boiler,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,19.21152017,470.8645915,467.9762739,477.9878588
Deep Conversion: FCC (4),4,SMR,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,2.232397823,1610.951894,1395.067088,2143.374361
Deep Conversion: FCC (4),4,Others,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,8.459180937,660.6314456,654.9906662,674.5429279
Deep Conversion: GO-HC (5),5,No Carbon Capture,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,134.8205886,306.029367,304.9854607,308.6038844
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,39.11888577,382.9805471,381.9512078,385.5191389
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,49.76096037,274.9284814,273.2085045,279.1703471
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,74.76607028,339.0170405,337.8563025,341.8796921
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,103.049058,320.225727,318.6504655,324.1106904
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,17.95019746,479.1346382,476.3887728,485.9065853
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,93.39489821,273.1339885,258.4944397,309.2385425
Deep Conversion: FCC & GO-HC (6),6,Others,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,7.909302571,675.8605462,669.3111007,692.0130119
Hydroskimming Configuration (0),0,No Carbon Capture,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,17.24367645,470.0504966,467.3283542,476.763937
Hydroskimming Configuration (0),0,CNR,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,5.523764123,714.2061088,709.8646472,724.9131694
Hydroskimming Configuration (0),0,FCC/RFCC,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,23.09484192,436.138206,430.1648854,450.8698128
Hydroskimming Configuration (0),0,Steam Boiler,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,2.952404647,961.5688705,949.328895,991.7555152
Hydroskimming Configuration (0),0,SMR,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Hydroskimming Configuration (0),0,Others,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,0,0,0,0
Medium Conversion:  FCC (1),1,No Carbon Capture,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,441.7901299,274.0956312,273.3181399,276.0131069
Medium Conversion:  FCC (1),1,CNR,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,233.4937441,297.167938,296.4522336,298.9330326
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,248.14459,200.9624194,199.5419088,204.4657311
Medium Conversion:  FCC (1),1,Coker,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,154.6930439,317.3672223,316.5362328,319.4166371
Medium Conversion:  FCC (1),1,Hydrotreater,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,441.2729895,274.2171867,273.464844,276.0726399
Medium Conversion:  FCC (1),1,Steam Boiler,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,81.42358409,359.4185983,358.4437419,361.8228225
Medium Conversion:  FCC (1),1,SMR,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,3.351595526,1791.002323,1791.002323,1791.002323
Medium Conversion:  FCC (1),1,Others,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,14.84958092,664.960309,662.8118284,670.2589651
Medium Conversion: GO-HC (2),2,No Carbon Capture,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,140.9753324,314.2565394,313.2367202,316.7716525
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,64.64167015,354.4607989,353.648515,356.4640814
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,47.90022156,278.5923376,274.2557632,289.2873454
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,67.92268984,355.7673295,354.3701189,359.2131779
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,128.8219507,317.3521796,315.960134,320.7852899
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,25.78708269,439.9336541,437.8869666,444.9812644
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,Others,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,5.967375432,844.1471663,838.282484,858.6108458
Deep Conversion: FCC (4),4,No Carbon Capture,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,114.5016223,319.2581657,318.1064498,322.0985667
Deep Conversion: FCC (4),4,CNR,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,36.94099576,395.4248386,394.4616358,397.8003223
Deep Conversion: FCC (4),4,FCC/RFCC,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,63.75616972,255.6934817,253.6041563,260.8462473
Deep Conversion: FCC (4),4,Coker,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,55.277676,361.2972698,359.6931163,365.2534879
Deep Conversion: FCC (4),4,Hydrotreater,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,109.2943503,322.5625406,320.983471,326.4568957
Deep Conversion: FCC (4),4,Steam Boiler,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,19.74356689,468.8348325,466.4185133,474.7940414
Deep Conversion: FCC (4),4,SMR,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,1.124433115,2882.316129,2563.192925,3669.34865
Deep Conversion: FCC (4),4,Others,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,9.753224918,621.4129965,617.4925023,631.081853
Deep Conversion: GO-HC (5),5,No Carbon Capture,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2050,PADD1,POTENTIAL,LIGHT,SWEET,90345,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,PADD1,POTENTIAL,LIGHT,SWEET,90345,116.8409314,321.8751093,320.782777,324.5690565
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,PADD1,POTENTIAL,LIGHT,SWEET,90345,75.00090755,347.8596148,347.0447876,349.8691693
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,PADD1,POTENTIAL,LIGHT,SWEET,90345,60.67722048,259.6995967,257.6259791,264.8136231
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,PADD1,POTENTIAL,LIGHT,SWEET,90345,34.35290202,410.3207675,408.6314411,414.4870419
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,PADD1,POTENTIAL,LIGHT,SWEET,90345,110.1526909,325.8725689,324.3956111,329.5150928
