Refinery configuration,Config,Capture Scenario,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd","Total Avoided CO2_Avg,kt/y","Avoidance Cost Ref, $/t","Avoidance Cost 0.5Ref, $/t","Avoidance Cost 1.5Ref, $/t"
Medium Conversion:  FCC (1),1,CNR,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,305.859106,206.0197136,205.5716352,207.1247798
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,376.1944312,136.8246347,135.8823243,139.1485925
Medium Conversion:  FCC (1),1,Coker,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,136.1066325,232.2860192,231.687889,233.7611482
Medium Conversion:  FCC (1),1,Hydrotreater,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,368.2902421,201.7709961,201.2126113,203.1481037
Medium Conversion:  FCC (1),1,Steam Boiler,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,75.04429095,261.3022931,260.5481464,263.1621953
Medium Conversion:  FCC (1),1,SMR,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,0,0,0,0
Medium Conversion:  FCC (1),1,Others,2035,PADD4,HIGH,LIGHT,SWEET,277792.1656,64.88960573,271.7946558,270.8253107,274.1852878
Medium Conversion: GO-HC (2),2,No Carbon Capture,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,68.7359093,245.7078726,244.5631422,248.5310459
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,41.05627822,271.0232308,270.1656911,273.1381245
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,46.8188936,196.097966,192.0495864,206.0822178
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,31.02349747,289.6014869,287.9818563,293.5958748
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,58.01179249,254.4826272,252.7743311,258.6956853
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,11.53744991,387.4722967,384.6629643,394.400768
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,1.228926845,1670.29759,1670.29759,1670.29759
Medium Conversion: FCC & GO-HC (3),3,Others,2035,PADD4,HIGH,LIGHT,SWEET,47634.84972,16.11047583,352.8749452,348.0893,364.6774665
Deep Conversion: FCC (4),4,No Carbon Capture,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,235.3085594,209.3482721,208.7722079,210.7689814
Deep Conversion: FCC (4),4,CNR,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,134.2135923,225.1503257,224.6718391,226.3303857
Deep Conversion: FCC (4),4,FCC/RFCC,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,270.6805577,142.4901777,141.833647,144.1093363
Deep Conversion: FCC (4),4,Coker,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,89.84909471,242.2391385,241.5229414,244.0054481
Deep Conversion: FCC (4),4,Hydrotreater,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,190.9568158,215.0088354,214.3038638,216.7474602
Deep Conversion: FCC (4),4,Steam Boiler,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,44.28807252,281.4827057,280.451062,284.0269805
Deep Conversion: FCC (4),4,SMR,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,6.099721016,644.5359997,644.5359997,644.5359997
Deep Conversion: FCC (4),4,Others,2035,PADD4,HIGH,LIGHT,SWEET,155740.2022,31.7149204,310.0564068,308.5802212,313.6970258
Deep Conversion: GO-HC (5),5,No Carbon Capture,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2035,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,83.02174393,242.2244081,241.2668395,244.5859963
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,63.41162729,250.5207977,249.8212504,252.2460453
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,63.27221664,182.8216701,181.1824785,186.8643002
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,26.53332877,305.3361108,303.8889759,308.9050842
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,66.84968822,249.5334859,248.1612847,252.9176553
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,15.42863286,355.9571644,353.7818571,361.3219815
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,2.607926754,956.913539,890.2202375,1121.394832
Deep Conversion: FCC & GO-HC (6),6,Others,2035,PADD4,HIGH,LIGHT,SWEET,62322.6217,25.67480013,310.3636139,306.9605703,318.7563158
Hydroskimming Configuration (0),0,No Carbon Capture,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,3.424030527,619.6507053,611.4485966,639.8790252
Hydroskimming Configuration (0),0,CNR,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,3.147137507,646.1360943,636.342562,670.2892374
Hydroskimming Configuration (0),0,FCC/RFCC,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,1.802383443,920.9586367,885.3983454,1008.658639
Hydroskimming Configuration (0),0,Steam Boiler,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,0.59568956,1972.489923,1972.489923,1972.489923
Hydroskimming Configuration (0),0,SMR,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,0,0,0,0
Hydroskimming Configuration (0),0,Others,2050,PADD4,HIGH,HEAVY,SOUR,3253.862732,1.893063611,863.8317348,836.4787449,931.2906108
Medium Conversion:  FCC (1),1,No Carbon Capture,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,188.9531021,213.1174316,212.4912928,214.6616363
Medium Conversion:  FCC (1),1,CNR,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,50.82582203,260.7332631,260.1409679,262.1940016
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,166.0432154,153.3049781,151.619494,157.4617763
Medium Conversion:  FCC (1),1,Coker,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,91.28066884,236.5852437,235.8757449,238.3350337
Medium Conversion:  FCC (1),1,Hydrotreater,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,172.1398315,216.1636576,215.2744305,218.3566996
Medium Conversion:  FCC (1),1,Steam Boiler,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,19.70895504,332.2224324,330.4125001,336.686149
Medium Conversion:  FCC (1),1,SMR,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,6.709824105,522.7069956,522.7069956,522.7069956
Medium Conversion:  FCC (1),1,Others,2050,PADD4,HIGH,HEAVY,SOUR,124205.4664,36.04051887,282.9288302,281.6087819,286.1843781
Medium Conversion: GO-HC (2),2,No Carbon Capture,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,56.3727618,251.2403475,249.8913683,254.5672458
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,36.29118629,273.0764044,272.0468095,275.6156264
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,42.69377816,198.846396,194.4462093,209.6982862
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,27.73978504,291.3943054,289.7228233,295.5165714
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,45.81126608,262.6581047,260.2775893,268.5290127
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,5.143589103,517.4820759,511.9878054,531.0322333
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,1.892061795,1077.967383,1077.967383,1077.967383
Medium Conversion: FCC & GO-HC (3),3,Others,2050,PADD4,HIGH,HEAVY,SOUR,37588.11169,19.31194951,322.644622,318.3482815,333.2404034
Deep Conversion: FCC (4),4,No Carbon Capture,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,169.0466945,216.5135669,215.8607744,218.1235061
Deep Conversion: FCC (4),4,CNR,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,77.56933394,243.2392158,242.6754828,244.6295135
Deep Conversion: FCC (4),4,FCC/RFCC,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,165.5241099,153.3382597,152.5863328,155.1926872
Deep Conversion: FCC (4),4,Coker,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,91.79203424,236.3390108,235.6080585,238.1417102
Deep Conversion: FCC (4),4,Hydrotreater,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,151.7072972,220.3603111,219.4433636,222.6217181
Deep Conversion: FCC (4),4,Steam Boiler,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,18.59883549,337.0392874,335.1304933,341.7468205
Deep Conversion: FCC (4),4,SMR,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,2.831012033,928.5131291,928.5131291,928.5131291
Deep Conversion: FCC (4),4,Others,2050,PADD4,HIGH,HEAVY,SOUR,114165.2147,31.54022077,292.2362122,290.8229208,295.7217197
Deep Conversion: GO-HC (5),5,No Carbon Capture,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2050,PADD4,HIGH,HEAVY,SOUR,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,109.7287434,229.902975,229.0750133,231.9449223
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,72.84745999,245.8951779,245.2417949,247.5065731
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,90.75309716,170.9213784,169.7366414,173.8432173
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,48.82910686,262.1934019,261.2038914,264.6337666
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,82.77597887,241.6745115,240.3692237,244.8936567
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,12.96419401,371.7220369,368.9967068,378.4433389
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,5.393435868,568.3063528,515.3435304,698.9250702
Deep Conversion: FCC & GO-HC (6),6,Others,2050,PADD4,HIGH,HEAVY,SOUR,75225.42249,34.31203964,284.504104,282.281311,289.986032
Hydroskimming Configuration (0),0,No Carbon Capture,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,8.083921887,422.7099153,419.0697548,431.6874034
Hydroskimming Configuration (0),0,CNR,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,2.577142941,732.5131305,725.3856169,750.0912475
Hydroskimming Configuration (0),0,FCC/RFCC,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,8.421636133,419.8547095,410.8053289,442.1726002
Hydroskimming Configuration (0),0,Steam Boiler,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,1.173316665,1199.77502,1179.131269,1250.68734
Hydroskimming Configuration (0),0,SMR,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,0,0,0,0
Hydroskimming Configuration (0),0,Others,2050,PADD4,HIGH,LIGHT,SWEET,7724.258555,1.548824083,997.3456379,972.817868,1057.83686
Medium Conversion:  FCC (1),1,No Carbon Capture,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,334.7443092,202.2397005,201.7008377,203.5686623
Medium Conversion:  FCC (1),1,CNR,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,115.3241183,233.9533166,233.4551385,235.1819403
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,262.4396727,143.6459208,142.5408748,146.3712229
Medium Conversion:  FCC (1),1,Coker,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,122.6220817,231.1080566,230.4979783,232.6126526
Medium Conversion:  FCC (1),1,Hydrotreater,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,332.9804875,202.5341418,201.9511961,203.9718224
Medium Conversion:  FCC (1),1,Steam Boiler,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,52.97511772,272.4745686,271.6323602,274.5516515
Medium Conversion:  FCC (1),1,SMR,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,7.970648242,559.9907126,559.9907126,559.9907126
Medium Conversion:  FCC (1),1,Others,2050,PADD4,HIGH,LIGHT,SWEET,234694.1875,30.56788037,317.3827836,316.1503777,320.4221851
Medium Conversion: GO-HC (2),2,No Carbon Capture,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: GO-HC (2),2,Others,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,No Carbon Capture,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,0,0,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,32.14134636,282.6883469,280.6231395,287.7816317
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,12.91439004,362.2002228,360.5089494,366.3712986
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,23.3235443,236.4301402,229.6892418,253.0547733
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,9.414662802,407.0441473,403.4384975,415.9365239
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,30.12748106,288.9984183,285.7555812,296.9960135
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,5.159934181,519.653587,514.0843545,533.3886178
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,0.529939455,3113.320688,3113.320688,3113.320688
Medium Conversion: FCC & GO-HC (3),3,Others,2050,PADD4,HIGH,LIGHT,SWEET,23188.34443,10.48825065,391.1297159,382.347691,412.7882451
Deep Conversion: FCC (4),4,No Carbon Capture,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,0,0,0,0
Deep Conversion: FCC (4),4,ADU/VDU,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,118.2257126,228.2189462,227.4408647,230.1378773
Deep Conversion: FCC (4),4,CNR,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,86.69648564,240.2943527,239.7065542,241.7440014
Deep Conversion: FCC (4),4,FCC/RFCC,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,120.9869262,161.8616074,160.7489799,164.6056073
Deep Conversion: FCC (4),4,Coker,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,35.70096682,286.0951214,284.9743502,288.8592055
Deep Conversion: FCC (4),4,Hydrotreater,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,117.1672331,229.0651457,228.0327084,231.6113779
Deep Conversion: FCC (4),4,Steam Boiler,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,23.50822939,319.5917633,317.9572802,323.6227813
Deep Conversion: FCC (4),4,SMR,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,0.801894657,2804.244247,2804.244247,2804.244247
Deep Conversion: FCC (4),4,Others,2050,PADD4,HIGH,LIGHT,SWEET,84540.54379,9.511367065,451.2052184,447.9581199,459.2133234
Deep Conversion: GO-HC (5),5,No Carbon Capture,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Coker,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: GO-HC (5),5,Others,2050,PADD4,HIGH,LIGHT,SWEET,1000,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,No Carbon Capture,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,0,0,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,6.030727713,473.1790922,468.2091168,485.436215
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,6.121301982,464.5565996,459.0570341,478.1198157
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,4.839862635,455.8649077,440.2600012,494.3502597
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,1.751950355,915.4187186,893.8658452,968.5731494
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,5.507481103,498.5818666,482.1163222,539.1897534
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,1.331866161,1099.888392,1099.888392,1099.888392
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,0.118248269,48.60327471,39.39386386,71.3158376
Deep Conversion: FCC & GO-HC (6),6,Others,2050,PADD4,HIGH,LIGHT,SWEET,4290.743798,0.697024261,1842.324539,1790.524892,1970.074592
Hydroskimming Configuration (0),0,No Carbon Capture,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,0,0,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,7.792105546,428.2783206,424.5173374,437.5537857
Hydroskimming Configuration (0),0,CNR,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,2.338647863,769.400806,761.4217003,789.0791484
Hydroskimming Configuration (0),0,FCC/RFCC,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,0,0,0,0
Hydroskimming Configuration (0),0,Coker,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,0,0,0,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,8.976394354,409.5019985,399.6849524,433.7131321
Hydroskimming Configuration (0),0,Steam Boiler,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,0.924649852,1410.008097,1383.985078,1474.186954
Hydroskimming Configuration (0),0,SMR,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,0,0,0,0
Hydroskimming Configuration (0),0,Others,2035,PADD4,POTENTIAL,HEAVY,SOUR,7457.499998,1.497929097,1023.085218,998.9082199,1082.711355
Medium Conversion:  FCC (1),1,No Carbon Capture,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,0,0,0,0
Medium Conversion:  FCC (1),1,ADU/VDU,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,165.5715477,217.5453519,216.8916393,219.1575604
Medium Conversion:  FCC (1),1,CNR,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,80.26117277,241.9703256,241.4130416,243.3447184
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,130.7446966,159.1699802,157.3531344,163.6507472
Medium Conversion:  FCC (1),1,Coker,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,64.3171854,249.4954481,248.7100586,251.4324025
Medium Conversion:  FCC (1),1,Hydrotreater,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,192.7108869,213.3302988,212.451335,215.4980293
Medium Conversion:  FCC (1),1,Steam Boiler,2035,PADD4,POTENTIAL,HEAVY,SOUR,115600,19.14290628,334.6739456,332.9636196,338.89201
