Refinery Configuration,Config,Capture Scenario,Year,PADD,Scenario,API,Sul,"Total Avoided CO2,kt/y","Marginal Abatement Cost, $/t"
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,1,HIGH,LIGHT,SWEET,46.13936818,375.0577791
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,1,HIGH,LIGHT,SWEET,86.41387385,240.1924072
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,1,HIGH,LIGHT,SWEET,33.4102217,405.8283923
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,1,HIGH,LIGHT,SWEET,100.9994709,327.8548642
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,1,HIGH,LIGHT,SWEET,17.90178111,483.1181086
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,1,HIGH,LIGHT,SWEET,50.98086018,312.9979201
Medium Conversion: FCC & GO-HC (3),3,Others,2035,1,HIGH,LIGHT,SWEET,31.11763299,415.5465508
Deep Conversion: FCC (4),4,ADU/VDU,2035,1,HIGH,LIGHT,SWEET,84.76719857,338.096921
Deep Conversion: FCC (4),4,CNR,2035,1,HIGH,LIGHT,SWEET,72.60070458,347.1790862
Deep Conversion: FCC (4),4,FCC/RFCC,2035,1,HIGH,LIGHT,SWEET,67.69294999,250.9056226
Deep Conversion: FCC (4),4,Coker,2035,1,HIGH,LIGHT,SWEET,27.8822198,427.2355316
Deep Conversion: FCC (4),4,Hydrotreater,2035,1,HIGH,LIGHT,SWEET,101.7108275,328.438948
Deep Conversion: FCC (4),4,Steam Boiler,2035,1,HIGH,LIGHT,SWEET,18.08260885,481.8440109
Deep Conversion: FCC (4),4,SMR,2035,1,HIGH,LIGHT,SWEET,36.47269084,345.3881945
Deep Conversion: FCC (4),4,Others,2035,1,HIGH,LIGHT,SWEET,15.66151763,515.1265235
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,1,HIGH,LIGHT,SWEET,0.00E+00,0
Deep Conversion: GO-HC (5),5,Coker,2035,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Others,2035,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,1,HIGH,LIGHT,SWEET,109.9196672,326.8585473
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,1,HIGH,LIGHT,SWEET,141.4245553,314.9774177
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,1,HIGH,LIGHT,SWEET,87.21306361,241.9800396
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,1,HIGH,LIGHT,SWEET,39.20756136,400.7277657
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,1,HIGH,LIGHT,SWEET,132.1025283,317.7520311
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,1,HIGH,LIGHT,SWEET,28.33243291,432.6128171
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,1,HIGH,LIGHT,SWEET,19.16916984,450.0596591
Deep Conversion: FCC & GO-HC (6),6,Others,2035,1,HIGH,LIGHT,SWEET,16.84329358,527.234759
Hydroskimming Configuration (0),0,ADU/VDU,2050,1,HIGH,LIGHT,SWEET,11.04122024,540.2121517
Hydroskimming Configuration (0),0,CNR,2050,1,HIGH,LIGHT,SWEET,8.906126207,581.8077753
Hydroskimming Configuration (0),0,FCC/RFCC,2050,1,HIGH,LIGHT,SWEET,3.54E-17,0
Hydroskimming Configuration (0),0,Coker,2050,1,HIGH,LIGHT,SWEET,1.63E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,1,HIGH,LIGHT,SWEET,15.19159746,492.6322571
Hydroskimming Configuration (0),0,Steam Boiler,2050,1,HIGH,LIGHT,SWEET,2.229853904,1130.632687
Hydroskimming Configuration (0),0,SMR,2050,1,HIGH,LIGHT,SWEET,1.101627256,2267.249049
Hydroskimming Configuration (0),0,Others,2050,1,HIGH,LIGHT,SWEET,2.294186701,1118.139581
Medium Conversion:  FCC (1),1,ADU/VDU,2050,1,HIGH,LIGHT,SWEET,241.0771352,294.3381911
Medium Conversion:  FCC (1),1,CNR,2050,1,HIGH,LIGHT,SWEET,126.4649416,321.7884161
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,1,HIGH,LIGHT,SWEET,125.4954028,225.062174
Medium Conversion:  FCC (1),1,Coker,2050,1,HIGH,LIGHT,SWEET,93.90665362,339.9112312
Medium Conversion:  FCC (1),1,Hydrotreater,2050,1,HIGH,LIGHT,SWEET,295.9637932,287.2259057
Medium Conversion:  FCC (1),1,Steam Boiler,2050,1,HIGH,LIGHT,SWEET,45.97969201,391.8951928
Medium Conversion:  FCC (1),1,SMR,2050,1,HIGH,LIGHT,SWEET,42.28182105,346.5046211
Medium Conversion:  FCC (1),1,Others,2050,1,HIGH,LIGHT,SWEET,27.53125489,461.9380558
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,1,HIGH,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,1,HIGH,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,1,HIGH,LIGHT,SWEET,0.00E+00,0
Medium Conversion: GO-HC (2),2,Coker,2050,1,HIGH,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,1,HIGH,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,1,HIGH,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,1,HIGH,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Others,2050,1,HIGH,LIGHT,SWEET,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,1,HIGH,LIGHT,SWEET,117.1054429,320.6087777
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,1,HIGH,LIGHT,SWEET,68.75345963,352.7144411
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,1,HIGH,LIGHT,SWEET,95.97139107,235.3746434
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,1,HIGH,LIGHT,SWEET,36.43451287,401.7957652
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,1,HIGH,LIGHT,SWEET,136.2135068,313.5778982
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,1,HIGH,LIGHT,SWEET,23.38207546,450.9692618
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,1,HIGH,LIGHT,SWEET,40.55546478,337.2421016
Medium Conversion: FCC & GO-HC (3),3,Others,2050,1,HIGH,LIGHT,SWEET,23.32394892,458.3608569
Deep Conversion: FCC (4),4,ADU/VDU,2050,1,HIGH,LIGHT,SWEET,55.45783322,358.6202911
Deep Conversion: FCC (4),4,CNR,2050,1,HIGH,LIGHT,SWEET,41.02683132,380.5896209
Deep Conversion: FCC (4),4,FCC/RFCC,2050,1,HIGH,LIGHT,SWEET,55.13293332,262.1903887
Deep Conversion: FCC (4),4,Coker,2050,1,HIGH,LIGHT,SWEET,16.43002084,490.3279779
Deep Conversion: FCC (4),4,Hydrotreater,2050,1,HIGH,LIGHT,SWEET,75.06765712,344.0817808
Deep Conversion: FCC (4),4,Steam Boiler,2050,1,HIGH,LIGHT,SWEET,12.50579251,533.3379598
Deep Conversion: FCC (4),4,SMR,2050,1,HIGH,LIGHT,SWEET,8.913131981,604.7345411
Deep Conversion: FCC (4),4,Others,2050,1,HIGH,LIGHT,SWEET,4.04133446,936.0419542
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,1,HIGH,LIGHT,SWEET,0.00E+00,0
Deep Conversion: GO-HC (5),5,Coker,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Others,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,1,HIGH,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,Others,2050,1,HIGH,LIGHT,SWEET,0,0
Hydroskimming Configuration (0),0,ADU/VDU,2035,2,LOW,LIGHT,SWEET,7.534002972,494.7121195
Hydroskimming Configuration (0),0,CNR,2035,2,LOW,LIGHT,SWEET,6.489240905,524.8305441
Hydroskimming Configuration (0),0,FCC/RFCC,2035,2,LOW,LIGHT,SWEET,3.55E-17,0
Hydroskimming Configuration (0),0,Coker,2035,2,LOW,LIGHT,SWEET,1.40E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,2,LOW,LIGHT,SWEET,11.8246585,425.7875858
Hydroskimming Configuration (0),0,Steam Boiler,2035,2,LOW,LIGHT,SWEET,1.570821609,1127.95475
Hydroskimming Configuration (0),0,SMR,2035,2,LOW,LIGHT,SWEET,0,0
Hydroskimming Configuration (0),0,Others,2035,2,LOW,LIGHT,SWEET,1.109677155,1492.111713
Medium Conversion:  FCC (1),1,ADU/VDU,2035,2,LOW,LIGHT,SWEET,807.0003394,211.3924194
Medium Conversion:  FCC (1),1,CNR,2035,2,LOW,LIGHT,SWEET,628.627224,217.185031
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,2,LOW,LIGHT,SWEET,829.8709357,138.0195432
Medium Conversion:  FCC (1),1,Coker,2035,2,LOW,LIGHT,SWEET,270.0441077,242.8766139
Medium Conversion:  FCC (1),1,Hydrotreater,2035,2,LOW,LIGHT,SWEET,1027.47385,206.3581645
Medium Conversion:  FCC (1),1,Steam Boiler,2035,2,LOW,LIGHT,SWEET,166.8884699,264.4692598
Medium Conversion:  FCC (1),1,SMR,2035,2,LOW,LIGHT,SWEET,0,0
Medium Conversion:  FCC (1),1,Others,2035,2,LOW,LIGHT,SWEET,104.7202982,293.6845591
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,2,LOW,LIGHT,SWEET,0.00E+00,0
Medium Conversion: GO-HC (2),2,Coker,2035,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Others,2035,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,2,LOW,LIGHT,SWEET,363.4952258,229.2362928
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,2,LOW,LIGHT,SWEET,415.6017985,225.8136525
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,2,LOW,LIGHT,SWEET,256.0930234,162.5929054
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,2,LOW,LIGHT,SWEET,104.1211561,276.9365941
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,2,LOW,LIGHT,SWEET,364.6921665,229.2660595
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,2,LOW,LIGHT,SWEET,80.35789242,291.2092476
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,2,LOW,LIGHT,SWEET,1.824992948,2403.626265
Medium Conversion: FCC & GO-HC (3),3,Others,2035,2,LOW,LIGHT,SWEET,96.41619817,282.0574906
Deep Conversion: FCC (4),4,ADU/VDU,2035,2,LOW,LIGHT,SWEET,2108.167373,197.5300757
Deep Conversion: FCC (4),4,CNR,2035,2,LOW,LIGHT,SWEET,1583.694635,202.5983883
Deep Conversion: FCC (4),4,FCC/RFCC,2035,2,LOW,LIGHT,SWEET,2343.696527,123.6194705
Deep Conversion: FCC (4),4,Coker,2035,2,LOW,LIGHT,SWEET,782.6121116,219.0323244
Deep Conversion: FCC (4),4,Hydrotreater,2035,2,LOW,LIGHT,SWEET,2788.036661,193.2288222
Deep Conversion: FCC (4),4,Steam Boiler,2035,2,LOW,LIGHT,SWEET,437.8372778,240.0437593
Deep Conversion: FCC (4),4,SMR,2035,2,LOW,LIGHT,SWEET,290.561749,209.1693065
Deep Conversion: FCC (4),4,Others,2035,2,LOW,LIGHT,SWEET,296.736075,258.333916
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,2,LOW,LIGHT,SWEET,0.00E+00,0
Deep Conversion: GO-HC (5),5,Coker,2035,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Others,2035,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,2,LOW,LIGHT,SWEET,2035.899424,198.6370361
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,2,LOW,LIGHT,SWEET,1126.326799,209.8794115
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,2,LOW,LIGHT,SWEET,2056.3571,125.1134575
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,2,LOW,LIGHT,SWEET,678.8715735,223.1089048
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,2,LOW,LIGHT,SWEET,2533.808567,195.218319
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,2,LOW,LIGHT,SWEET,386.6643395,243.2454643
Deep Conversion: FCC & GO-HC (6),6,SMR,2035,2,LOW,LIGHT,SWEET,1306.355541,163.3455559
Deep Conversion: FCC & GO-HC (6),6,Others,2035,2,LOW,LIGHT,SWEET,478.3717832,234.5435113
Hydroskimming Configuration (0),0,ADU/VDU,2050,2,LOW,LIGHT,SWEET,166.1888655,252.8841135
Hydroskimming Configuration (0),0,CNR,2050,2,LOW,LIGHT,SWEET,106.7876347,268.8511109
Hydroskimming Configuration (0),0,FCC/RFCC,2050,2,LOW,LIGHT,SWEET,3.55E-17,0
Hydroskimming Configuration (0),0,Coker,2050,2,LOW,LIGHT,SWEET,1.51E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2050,2,LOW,LIGHT,SWEET,199.2522953,246.7834308
Hydroskimming Configuration (0),0,Steam Boiler,2050,2,LOW,LIGHT,SWEET,27.12861817,350.5225974
Hydroskimming Configuration (0),0,SMR,2050,2,LOW,LIGHT,SWEET,25.00214812,323.6065111
Hydroskimming Configuration (0),0,Others,2050,2,LOW,LIGHT,SWEET,57.62788534,298.2058153
Medium Conversion:  FCC (1),1,ADU/VDU,2050,2,LOW,LIGHT,SWEET,1257.479393,203.551676
Medium Conversion:  FCC (1),1,CNR,2050,2,LOW,LIGHT,SWEET,882.075526,210.5185516
Medium Conversion:  FCC (1),1,FCC/RFCC,2050,2,LOW,LIGHT,SWEET,1287.046843,131.2731776
Medium Conversion:  FCC (1),1,Coker,2050,2,LOW,LIGHT,SWEET,485.7013572,226.0508921
Medium Conversion:  FCC (1),1,Hydrotreater,2050,2,LOW,LIGHT,SWEET,1418.838449,201.2125151
Medium Conversion:  FCC (1),1,Steam Boiler,2050,2,LOW,LIGHT,SWEET,240.1505895,254.1928182
Medium Conversion:  FCC (1),1,SMR,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion:  FCC (1),1,Others,2050,2,LOW,LIGHT,SWEET,226.0199179,256.1210651
Medium Conversion: GO-HC (2),2,ADU/VDU,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,CNR,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Coker,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,SMR,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Others,2050,2,LOW,LIGHT,SWEET,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2050,2,LOW,LIGHT,SWEET,713.9671219,214.3137985
Medium Conversion: FCC & GO-HC (3),3,CNR,2050,2,LOW,LIGHT,SWEET,494.8057867,223.0457118
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2050,2,LOW,LIGHT,SWEET,627.1813791,142.9524237
Medium Conversion: FCC & GO-HC (3),3,Coker,2050,2,LOW,LIGHT,SWEET,274.5796658,241.0643157
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2050,2,LOW,LIGHT,SWEET,827.7816229,210.8849751
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2050,2,LOW,LIGHT,SWEET,140.7428016,270.5343556
Medium Conversion: FCC & GO-HC (3),3,SMR,2050,2,LOW,LIGHT,SWEET,43.26136596,321.3511615
Medium Conversion: FCC & GO-HC (3),3,Others,2050,2,LOW,LIGHT,SWEET,147.8424976,268.5781441
Deep Conversion: FCC (4),4,ADU/VDU,2050,2,LOW,LIGHT,SWEET,2036.247495,196.2882103
Deep Conversion: FCC (4),4,CNR,2050,2,LOW,LIGHT,SWEET,1002.721447,210.0509084
Deep Conversion: FCC (4),4,FCC/RFCC,2050,2,LOW,LIGHT,SWEET,2562.408283,122.2292
Deep Conversion: FCC (4),4,Coker,2050,2,LOW,LIGHT,SWEET,731.2840028,218.4852805
Deep Conversion: FCC (4),4,Hydrotreater,2050,2,LOW,LIGHT,SWEET,2523.762348,192.935621
Deep Conversion: FCC (4),4,Steam Boiler,2050,2,LOW,LIGHT,SWEET,384.6359391,243.4008993
Deep Conversion: FCC (4),4,SMR,2050,2,LOW,LIGHT,SWEET,555.6596265,184.1117188
Deep Conversion: FCC (4),4,Others,2050,2,LOW,LIGHT,SWEET,335.9769521,247.0962759
Deep Conversion: GO-HC (5),5,ADU/VDU,2050,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,CNR,2050,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2050,2,LOW,LIGHT,SWEET,0.00E+00,0
Deep Conversion: GO-HC (5),5,Coker,2050,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2050,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2050,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,SMR,2050,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Others,2050,2,LOW,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2050,2,LOW,LIGHT,SWEET,1236.31886,204.9516851
Deep Conversion: FCC & GO-HC (6),6,CNR,2050,2,LOW,LIGHT,SWEET,668.1070023,218.2674963
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2050,2,LOW,LIGHT,SWEET,1217.911771,132.0486174
Deep Conversion: FCC & GO-HC (6),6,Coker,2050,2,LOW,LIGHT,SWEET,433.1034165,230.4559825
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2050,2,LOW,LIGHT,SWEET,1420.624412,202.4861082
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2050,2,LOW,LIGHT,SWEET,226.1199747,256.0337728
Deep Conversion: FCC & GO-HC (6),6,SMR,2050,2,LOW,LIGHT,SWEET,634.2291651,176.6983185
Deep Conversion: FCC & GO-HC (6),6,Others,2050,2,LOW,LIGHT,SWEET,307.1415257,242.5448667
Hydroskimming Configuration (0),0,ADU/VDU,2035,2,MEDIUM,LIGHT,SWEET,6.136969942,536.6255636
Hydroskimming Configuration (0),0,CNR,2035,2,MEDIUM,LIGHT,SWEET,4.780277245,598.9086347
Hydroskimming Configuration (0),0,FCC/RFCC,2035,2,MEDIUM,LIGHT,SWEET,3.55E-17,0
Hydroskimming Configuration (0),0,Coker,2035,2,MEDIUM,LIGHT,SWEET,1.37E-17,0
Hydroskimming Configuration (0),0,Hydrotreater,2035,2,MEDIUM,LIGHT,SWEET,7.967932118,490.7227986
Hydroskimming Configuration (0),0,Steam Boiler,2035,2,MEDIUM,LIGHT,SWEET,1.246387891,1313.698375
Hydroskimming Configuration (0),0,SMR,2035,2,MEDIUM,LIGHT,SWEET,0,0
Hydroskimming Configuration (0),0,Others,2035,2,MEDIUM,LIGHT,SWEET,0.639777259,2204.812007
Medium Conversion:  FCC (1),1,ADU/VDU,2035,2,MEDIUM,LIGHT,SWEET,629.3477006,217.0780465
Medium Conversion:  FCC (1),1,CNR,2035,2,MEDIUM,LIGHT,SWEET,352.2270212,231.7818771
Medium Conversion:  FCC (1),1,FCC/RFCC,2035,2,MEDIUM,LIGHT,SWEET,458.5495912,149.2642309
Medium Conversion:  FCC (1),1,Coker,2035,2,MEDIUM,LIGHT,SWEET,233.1615907,245.1811194
Medium Conversion:  FCC (1),1,Hydrotreater,2035,2,MEDIUM,LIGHT,SWEET,821.9899634,211.0979857
Medium Conversion:  FCC (1),1,Steam Boiler,2035,2,MEDIUM,LIGHT,SWEET,115.8994289,275.7068865
Medium Conversion:  FCC (1),1,SMR,2035,2,MEDIUM,LIGHT,SWEET,96.38126577,239.3240923
Medium Conversion:  FCC (1),1,Others,2035,2,MEDIUM,LIGHT,SWEET,106.6593985,282.7999741
Medium Conversion: GO-HC (2),2,ADU/VDU,2035,2,MEDIUM,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,CNR,2035,2,MEDIUM,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,FCC/RFCC,2035,2,MEDIUM,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Coker,2035,2,MEDIUM,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Hydrotreater,2035,2,MEDIUM,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Steam Boiler,2035,2,MEDIUM,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,SMR,2035,2,MEDIUM,LIGHT,SWEET,0,0
Medium Conversion: GO-HC (2),2,Others,2035,2,MEDIUM,LIGHT,SWEET,0,0
Medium Conversion: FCC & GO-HC (3),3,ADU/VDU,2035,2,MEDIUM,LIGHT,SWEET,304.6599916,232.3220353
Medium Conversion: FCC & GO-HC (3),3,CNR,2035,2,MEDIUM,LIGHT,SWEET,223.7090735,241.5965859
Medium Conversion: FCC & GO-HC (3),3,FCC/RFCC,2035,2,MEDIUM,LIGHT,SWEET,278.6786512,159.0622812
Medium Conversion: FCC & GO-HC (3),3,Coker,2035,2,MEDIUM,LIGHT,SWEET,92.66812402,278.8400672
Medium Conversion: FCC & GO-HC (3),3,Hydrotreater,2035,2,MEDIUM,LIGHT,SWEET,381.7877602,226.3604101
Medium Conversion: FCC & GO-HC (3),3,Steam Boiler,2035,2,MEDIUM,LIGHT,SWEET,62.4541941,299.3461993
Medium Conversion: FCC & GO-HC (3),3,SMR,2035,2,MEDIUM,LIGHT,SWEET,63.49382129,256.9505693
Medium Conversion: FCC & GO-HC (3),3,Others,2035,2,MEDIUM,LIGHT,SWEET,61.39361062,303.6431017
Deep Conversion: FCC (4),4,ADU/VDU,2035,2,MEDIUM,LIGHT,SWEET,1737.967841,199.1645671
Deep Conversion: FCC (4),4,CNR,2035,2,MEDIUM,LIGHT,SWEET,1115.324035,207.5604092
Deep Conversion: FCC (4),4,FCC/RFCC,2035,2,MEDIUM,LIGHT,SWEET,2142.974915,124.3181949
Deep Conversion: FCC (4),4,Coker,2035,2,MEDIUM,LIGHT,SWEET,632.4019692,221.8857559
Deep Conversion: FCC (4),4,Hydrotreater,2035,2,MEDIUM,LIGHT,SWEET,2220.753165,194.9363168
Deep Conversion: FCC (4),4,Steam Boiler,2035,2,MEDIUM,LIGHT,SWEET,346.9736373,245.3680945
Deep Conversion: FCC (4),4,SMR,2035,2,MEDIUM,LIGHT,SWEET,333.4309923,198.6929256
Deep Conversion: FCC (4),4,Others,2035,2,MEDIUM,LIGHT,SWEET,259.5111871,258.5139433
Deep Conversion: GO-HC (5),5,ADU/VDU,2035,2,MEDIUM,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,CNR,2035,2,MEDIUM,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,FCC/RFCC,2035,2,MEDIUM,LIGHT,SWEET,0.00E+00,0
Deep Conversion: GO-HC (5),5,Coker,2035,2,MEDIUM,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Hydrotreater,2035,2,MEDIUM,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Steam Boiler,2035,2,MEDIUM,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,SMR,2035,2,MEDIUM,LIGHT,SWEET,0,0
Deep Conversion: GO-HC (5),5,Others,2035,2,MEDIUM,LIGHT,SWEET,0,0
Deep Conversion: FCC & GO-HC (6),6,ADU/VDU,2035,2,MEDIUM,LIGHT,SWEET,1565.285302,203.7822718
Deep Conversion: FCC & GO-HC (6),6,CNR,2035,2,MEDIUM,LIGHT,SWEET,1007.245644,212.2448437
Deep Conversion: FCC & GO-HC (6),6,FCC/RFCC,2035,2,MEDIUM,LIGHT,SWEET,1333.754782,131.0099434
Deep Conversion: FCC & GO-HC (6),6,Coker,2035,2,MEDIUM,LIGHT,SWEET,389.5101438,240.3062047
Deep Conversion: FCC & GO-HC (6),6,Hydrotreater,2035,2,MEDIUM,LIGHT,SWEET,1955.585653,200.0585876
Deep Conversion: FCC & GO-HC (6),6,Steam Boiler,2035,2,MEDIUM,LIGHT,SWEET,298.5704996,248.6688881
